unique_id,regulatory_status,report_type,ingredient_category,ingredient,adulterant,fraud_type,pub_year,detection_method,ref,inline_ref
35678,Food Ingredients,Scholarly,Spices,Paprika,Sudan dyes,Addition,2012,Review of methods: Surface enhanced Raman scattering,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35679,Food Ingredients,Scholarly,Spices,Cayenne pepper,Ground rice,Replacement,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35680,Food Ingredients,Scholarly,Spices,Cayenne pepper,Mustard seed husk,Replacement,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35681,Food Ingredients,Scholarly,Spices,Cayenne pepper,Sawdust,Replacement,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35682,Food Ingredients,Scholarly,Spices,Cayenne pepper,Salt,Replacement,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35683,Food Ingredients,Scholarly,Other,Cocoa powder,Arrowroot,Replacement,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35684,Food Ingredients,Scholarly,Other,Cocoa powder,Grain flours,Replacement,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35685,Food Ingredients,Scholarly,Other,Cocoa powder,Chicory powder,Replacement,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35686,Food Ingredients,Scholarly,Other,Coffee,Chicory powder,Replacement,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35687,Food Ingredients,Scholarly,Other,Coffee,Roasted grains,Replacement,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35688,Food Ingredients,Scholarly,Other,Coffee,Rye flour,Replacement,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35689,Food Ingredients,Scholarly,Other,Coffee,Potato flour,Replacement,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35690,Food Ingredients,Scholarly,Other,Coffee,Roasted beans,Replacement,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35691,Food Ingredients,Scholarly,Other,Coffee,Acorns,Replacement,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35692,Food Ingredients,Scholarly,"Wines, musts, spirits, liquors, and vinegars",Gin,Water,Replacement,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35693,Food Ingredients,Scholarly,"Wines, musts, spirits, liquors, and vinegars",Beer,Water,Replacement,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35694,Food Ingredients,Scholarly,Other,Tea,Previously used tea leaves,Replacement,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35695,Food Ingredients,Scholarly,Other,Tea,Leaves from non-authentic plants,Replacement,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35696,Food Ingredients,Scholarly,Other,Tea,Starch,Replacement,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35697,Food Ingredients,Scholarly,Other,Tea,Sand,Replacement,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35698,Food Ingredients,Scholarly,Other,Tea,China  clay,Replacement,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35699,Food Ingredients,Scholarly,Spices,Cayenne pepper,Red lead,Addition,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35700,Food Ingredients,Scholarly,Spices,Cayenne pepper,Vermilion,Addition,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35701,Food Ingredients,Scholarly,Spices,Cayenne pepper,Venetian red,Addition,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35702,Food Ingredients,Scholarly,Spices,Cayenne pepper,Turmeric,Addition,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35703,Food Ingredients,Scholarly,Other,Coffee,Burned sugar,Addition,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35704,Food Ingredients,Scholarly,Other,Tea (black),Prussian blue,Addition,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35705,Food Ingredients,Scholarly,Other,Tea,Leaves from Indigofera plants,Addition,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35706,Food Ingredients,Scholarly,Other,Tea,Leaves from Plumbago plants,Addition,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35707,Food Ingredients,Scholarly,Other,Tea,Turmeric,Addition,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35708,Food Ingredients,Scholarly,Other,Tea (green),Copper salts,Addition,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35709,Food Ingredients,Scholarly,"Wines, musts, spirits, liquors, and vinegars",Vinegar,Sulfuric acid,Addition,2012,NR: Review of adulterants from 19th century,"Ellis DI, Brewster VL, Dunn WB, Allwood JW, Golovanov AP & Goodacre R. 2012. Fingerprinting food: current technologies for the detection of food adulteration and contamination. Chemical Society Reviews 41(17) 5706-5727. http://dx.doi.org/10.1039/C2CS35138B.",Ellis and others 2012
35710,Food Ingredients,Scholarly,Seafood,"Octopus, common (Octopus vulgaris)",Squid (Eledone cirrhosa),Replacement,2012,DNA analysis using real-time PCR for adulterant markers,EspineiraM & Vieites JM. 2012. Rapid method for controlling the correct labeling of products containing common octopus (Octopus vulgaris) and main substitute species (Eledone cirrhosa and Dosidicus gigas) by fast real-time PCR. Food Chemistry 135(4) 2439ñ2444. http://www.sciencedirect.com/science/article/pii/S0308814612011703?v=s5.,Espineiraand Vieites 2012
35711,Food Ingredients,Scholarly,Seafood,"Octopus, common (Octopus vulgaris)",Squid (Dosidicus gigas),Replacement,2012,DNA analysis using real-time PCR for adulterant markers,EspineiraM & Vieites JM. 2012. Rapid method for controlling the correct labeling of products containing common octopus (Octopus vulgaris) and main substitute species (Eledone cirrhosa and Dosidicus gigas) by fast real-time PCR. Food Chemistry 135(4) 2439ñ2444. http://www.sciencedirect.com/science/article/pii/S0308814612011703?v=s5.,Espineiraand Vieites 2012
35716,Food Ingredients,Scholarly,Milk,Milk (fluid),Melamine,Replacement,2012,HPLC-UV for adulterant,"Filazi A, Sireli UT, Ekici H, Can HY & Karagoz A. 2012. Determination of melamine in milk and dairy products by high performance liquid chromatography. Journal of Dairy Science 95(2):602-608.",Filazi and others 2012
35717,Food Ingredients,Scholarly,Milk,Milk (powder),Melamine,Replacement,2012,HPLC-UV for adulterant,"Filazi A, Sireli UT, Ekici H, Can HY & Karagoz A. 2012. Determination of melamine in milk and dairy products by high performance liquid chromatography. Journal of Dairy Science 95(2):602-608.",Filazi and others 2012
35718,Food Ingredients,Scholarly,Dairy products and milk derivatives,Cheese,Melamine,Replacement,2012,HPLC-UV for adulterant,"Filazi A, Sireli UT, Ekici H, Can HY & Karagoz A. 2012. Determination of melamine in milk and dairy products by high performance liquid chromatography. Journal of Dairy Science 95(2):602-608.",Filazi and others 2012
35719,Food Ingredients,Scholarly,Dairy products and milk derivatives,Infant formula,Melamine,Replacement,2012,HPLC-UV for adulterant,"Filazi A, Sireli UT, Ekici H, Can HY & Karagoz A. 2012. Determination of melamine in milk and dairy products by high performance liquid chromatography. Journal of Dairy Science 95(2):602-608.",Filazi and others 2012
35720,Food Ingredients,Scholarly,Other,Olives (green),Copper chlorophyllin,Addition,2012,HPLC-PDA for adulterant,"Gandul-Rojas B, Roca M & Gallardo-Guerrero L. 2012. Detection of the color adulteration of green table olives with copper chlorophyllin complexes (E-141ii colorant). LWT - Food Science and Technology 46(1):311-318.",Gandul-Rojas and others 2012
35722,Food Ingredients,Scholarly,Milk,Milk (powder),Soybean oil,Replacement,2012,MALDI-MS on hexane extract of milk,"Garcia JS, Sanvido GB, Saraiva SA, Zacca JJ, Cosso RG & Eberlin MN. 2012. Bovine milk powder adulteration with vegetable oils or fats revealed by MALDI-QTOF MS. Food Chemistry 131(2):722-726.",Garcia and others 2012
35723,Food Ingredients,Scholarly,Milk,Milk (powder),Palm oil,Replacement,2012,MALDI-MS on hexane extract of milk,"Garcia JS, Sanvido GB, Saraiva SA, Zacca JJ, Cosso RG & Eberlin MN. 2012. Bovine milk powder adulteration with vegetable oils or fats revealed by MALDI-QTOF MS. Food Chemistry 131(2):722-726.",Garcia and others 2012
35724,Food Ingredients,Scholarly,Milk,Milk (powder),Hydrogenated soybean oil,Replacement,2012,MALDI-MS on hexane extract of milk,"Garcia JS, Sanvido GB, Saraiva SA, Zacca JJ, Cosso RG & Eberlin MN. 2012. Bovine milk powder adulteration with vegetable oils or fats revealed by MALDI-QTOF MS. Food Chemistry 131(2):722-726.",Garcia and others 2012
35725,Food Ingredients,Scholarly,Milk,Milk (powder),Cow tallow,Replacement,2012,MALDI-MS on hexane extract of milk,"Garcia JS, Sanvido GB, Saraiva SA, Zacca JJ, Cosso RG & Eberlin MN. 2012. Bovine milk powder adulteration with vegetable oils or fats revealed by MALDI-QTOF MS. Food Chemistry 131(2):722-726.",Garcia and others 2012
35726,Food Ingredients,Scholarly,Milk,Milk (powder),Pork lard,Replacement,2012,MALDI-MS on hexane extract of milk,"Garcia JS, Sanvido GB, Saraiva SA, Zacca JJ, Cosso RG & Eberlin MN. 2012. Bovine milk powder adulteration with vegetable oils or fats revealed by MALDI-QTOF MS. Food Chemistry 131(2):722-726.",Garcia and others 2012
35727,Food Ingredients,Scholarly,Meats,Buffalo meat (Bubalus bubalis),Beef meat (Bos indicus),Replacement,2012,DNA analysis using PCR for adulterant,"Girish P, Haunshi S, Vaithiyanathan S, Rajitha R & Ramakrishna C. 2012. A rapid method for authentication of Buffalo (Bubalus bubalis) meat by Alkaline Lysis method of DNA extraction and species specific polymerase chain reaction. Journal of Food Science and Technology:1-6. http://dx.doi.org/10.1007/s13197-011-0230-6.",Girish and others 2012
35729,Food Ingredients,Scholarly,Protein-based ingredients,Soybean meal,Melamine,Replacement,2012,NIR with chemometrics,"Haughey SA, Graham SF, CancouÎt E & Elliott CT. 2012. The application of Near-Infrared Reflectance Spectroscopy (NIRS) to detect melamine adulteration of soya bean meal. Food Chemistry (0). http://www.sciencedirect.com/science/article/pii/S0308814612001045.",Haughey and others 2012
35730,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Corn oil,Replacement,2012,Synchronous fluorescence spectroscopy with chemometrics,"Higgins K, Kalivas JH & Andries E. 2012. Evaluation of target factor analysis and net analyte signal as processes for classification purposes with application to benchmark data sets and extra virgin olive oil adulterant identification. Journal of Chemometrics 26(3-4):66-75.",Higgins and others 2012
35731,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Olive pomace oil,Replacement,2012,Synchronous fluorescence spectroscopy with chemometrics,"Higgins K, Kalivas JH & Andries E. 2012. Evaluation of target factor analysis and net analyte signal as processes for classification purposes with application to benchmark data sets and extra virgin olive oil adulterant identification. Journal of Chemometrics 26(3-4):66-75.",Higgins and others 2012
35732,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Soybean oil,Replacement,2012,Synchronous fluorescence spectroscopy with chemometrics,"Higgins K, Kalivas JH & Andries E. 2012. Evaluation of target factor analysis and net analyte signal as processes for classification purposes with application to benchmark data sets and extra virgin olive oil adulterant identification. Journal of Chemometrics 26(3-4):66-75.",Higgins and others 2012
35733,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Sunflower oil,Replacement,2012,Synchronous fluorescence spectroscopy with chemometrics,"Higgins K, Kalivas JH & Andries E. 2012. Evaluation of target factor analysis and net analyte signal as processes for classification purposes with application to benchmark data sets and extra virgin olive oil adulterant identification. Journal of Chemometrics 26(3-4):66-75.",Higgins and others 2012
35734,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Canola oil,Replacement,2012,Synchronous fluorescence spectroscopy with chemometrics,"Higgins K, Kalivas JH & Andries E. 2012. Evaluation of target factor analysis and net analyte signal as processes for classification purposes with application to benchmark data sets and extra virgin olive oil adulterant identification. Journal of Chemometrics 26(3-4):66-75.",Higgins and others 2012
35735,Food Ingredients,Scholarly,Oils,Olive oil (extra virgin),Walnut oil,Replacement,2012,Synchronous fluorescence spectroscopy with chemometrics,"Higgins K, Kalivas JH & Andries E. 2012. Evaluation of target factor analysis and net analyte signal as processes for classification purposes with application to benchmark data sets and extra virgin olive oil adulterant identification. Journal of Chemometrics 26(3-4):66-75.",Higgins and others 2012
35744,Food Ingredients,Scholarly,Meats,Beef meat (grass-fed),Beef meat (grain-fed),Replacement,2012,IRMS for 13C/12C,"Kim S-H, Cruz G, Fadel J & Clifford A. 2012. Food authenticity using natural carbon isotopes (12C, 13C, 14C) in grass-fed and grain-fed beef. Food Science and Biotechnology 21(1):295-298.",Kim and others 2012
35745,Food Ingredients,Scholarly,"Wines, musts, spirits, liquors, and vinegars",Vinegar (fermented),Acetic acid (synthetic),Replacement,2012,SNIF-NMR (2H/1H) on acetic acid,"Ko W-C, Cheng J-Y, Chen P-Y & Hsieh C-W. 2012. Optimized Extraction Method of Acetic Acid in Vinegar and Its Effect on SNIF-NMR Analysis to Control the Authenticity of Vinegar. Food and Bioprocess Technology:1-5. http://dx.doi.org/10.1007/s11947-011-0766-5.",Ko and others 2012
35746,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Mango juice,Mango juice from non-authentic botanical origin,Replacement,2012,NMR with chemometrics,"Koda M, Furihata K, Wei F, Miyakawa T & Tanokura M. 2012. Metabolic Discrimination of Mango Juice from Various Cultivars by Band-Selective NMR Spectroscopy. Journal of Agricultural and Food Chemistry 60(5):1158-1166.",Koda and others 2012
35747,Food Ingredients,Scholarly,Seafood,Grouper,Malchite green,Addition,2012,NR,"Li J-H, Yu W-J, Lai Y-H & Ko Y-C. 2012. Major food safety episodes in Taiwan: Implications for the necessity of international collaboration on safety assessment and management. The Kaohsiung Journal of Medical Sciences 28(7) S10ñS16. http://www.sciencedirect.com/science/article/pii/S1607551X12001519.",Li and others 2012
35748,Food Ingredients,Scholarly,Milk,Milk (fluid),Melamine,Replacement,2012,NR,"Li J-H, Yu W-J, Lai Y-H & Ko Y-C. 2012. Major food safety episodes in Taiwan: Implications for the necessity of international collaboration on safety assessment and management. The Kaohsiung Journal of Medical Sciences 28(7) S10ñS16. http://www.sciencedirect.com/science/article/pii/S1607551X12001519.",Li and others 2012
35749,Food Ingredients,Scholarly,Emulsifiers,Clouding agent,(2-ethylhexyl)phthalate (DEHP),Replacement,2012,NR,"Li J-H, Yu W-J, Lai Y-H & Ko Y-C. 2012. Major food safety episodes in Taiwan: Implications for the necessity of international collaboration on safety assessment and management. The Kaohsiung Journal of Medical Sciences 28(7) S10ñS16. http://www.sciencedirect.com/science/article/pii/S1607551X12001519.",Li and others 2012
35753,Food Ingredients,Scholarly,Sweeteners,Honey (geographic origin specific),Honey of non-authentic geographic origin,Replacement,2012,Review of methods: physicochemical parameters and 10 metals combined with chemometrics,"Camina JM, Pellerano RG & Marchevsky EJ. 2012. Geographical and Botanical Classification of Honeys and Apicultural Products by Chemometric Methods. A Review. Current Analytical Chemistry 8(3):408-425.",Camina and others 2012
35754,Food Ingredients,Scholarly,Sweeteners,Honey (geographic origin specific),Honey of non-authentic geographic origin,Replacement,2012,Review of methods: IEP-AES for 6 elements combined with chemometrics,"Camina JM, Pellerano RG & Marchevsky EJ. 2012. Geographical and Botanical Classification of Honeys and Apicultural Products by Chemometric Methods. A Review. Current Analytical Chemistry 8(3):408-425.",Camina and others 2012
35755,Food Ingredients,Scholarly,Sweeteners,Honey (geographic origin specific),Honey of non-authentic geographic origin,Replacement,2012,"Review of methods: Atomic absorption spectrometry for minerals, trace elements, ash and electrical conductivity combined with chemometrics","Camina JM, Pellerano RG & Marchevsky EJ. 2012. Geographical and Botanical Classification of Honeys and Apicultural Products by Chemometric Methods. A Review. Current Analytical Chemistry 8(3):408-425.",Camina and others 2012
35756,Food Ingredients,Scholarly,Sweeteners,Honey (geographic origin specific),Honey of non-authentic geographic origin,Replacement,2012,"Review of methods: Head-space solid-phase microextraction coupled to two-dimensional GC-MS combined with chemometrics
spectrometry","Camina JM, Pellerano RG & Marchevsky EJ. 2012. Geographical and Botanical Classification of Honeys and Apicultural Products by Chemometric Methods. A Review. Current Analytical Chemistry 8(3):408-425.",Camina and others 2012
35757,Food Ingredients,Scholarly,Sweeteners,Honey (geographic origin specific),Honey of non-authentic geographic origin,Replacement,2012,Review of methods: NIR with chemometrics,"Camina JM, Pellerano RG & Marchevsky EJ. 2012. Geographical and Botanical Classification of Honeys and Apicultural Products by Chemometric Methods. A Review. Current Analytical Chemistry 8(3):408-425.",Camina and others 2012
35758,Food Ingredients,Scholarly,Sweeteners,Honey (geographic origin specific),Honey of non-authentic geographic origin,Replacement,2012,Review of methods: 1H NMR with chemometrics,"Camina JM, Pellerano RG & Marchevsky EJ. 2012. Geographical and Botanical Classification of Honeys and Apicultural Products by Chemometric Methods. A Review. Current Analytical Chemistry 8(3):408-425.",Camina and others 2012
35759,Food Ingredients,Scholarly,Sweeteners,Honey (geographic origin specific),Honey of non-authentic geographic origin,Replacement,2012,Review of methods: solid-phase microextraction coupled to GC-MS combined with chemometrics,"Camina JM, Pellerano RG & Marchevsky EJ. 2012. Geographical and Botanical Classification of Honeys and Apicultural Products by Chemometric Methods. A Review. Current Analytical Chemistry 8(3):408-425.",Camina and others 2012
35760,Food Ingredients,Scholarly,Sweeteners,Honey (geographic origin specific),Honey of non-authentic geographic origin,Replacement,2012,Review of methods: MIR with chemometrics,"Camina JM, Pellerano RG & Marchevsky EJ. 2012. Geographical and Botanical Classification of Honeys and Apicultural Products by Chemometric Methods. A Review. Current Analytical Chemistry 8(3):408-425.",Camina and others 2012
35761,Food Ingredients,Scholarly,Sweeteners,Honey (geographic origin specific),Honey of non-authentic geographic origin,Replacement,2012,Review of methods: Electronic nose with chemometrics,"Camina JM, Pellerano RG & Marchevsky EJ. 2012. Geographical and Botanical Classification of Honeys and Apicultural Products by Chemometric Methods. A Review. Current Analytical Chemistry 8(3):408-425.",Camina and others 2012
35762,Food Ingredients,Scholarly,Sweeteners,Honey (geographic origin specific),Honey of non-authentic geographic origin,Replacement,2012,"Review of methods: physicochemical parameters, trace elements by TXRF, IRMS for 12C/13C combined with chemometrics","Camina JM, Pellerano RG & Marchevsky EJ. 2012. Geographical and Botanical Classification of Honeys and Apicultural Products by Chemometric Methods. A Review. Current Analytical Chemistry 8(3):408-425.",Camina and others 2012
35763,Food Ingredients,Scholarly,Sweeteners,Honey (geographic origin specific),Honey of non-authentic geographic origin,Replacement,2012,Review of methods: MALDI-MS for protein fingerprint combined with chemometrics,"Camina JM, Pellerano RG & Marchevsky EJ. 2012. Geographical and Botanical Classification of Honeys and Apicultural Products by Chemometric Methods. A Review. Current Analytical Chemistry 8(3):408-425.",Camina and others 2012
35764,Food Ingredients,Scholarly,Sweeteners,Honey (botanical origin specific),Honey of non-authentic botanical origin,Replacement,2012,Review of methods: HPLC-PAD for sugars fingerprint combined with chemometrics,"Camina JM, Pellerano RG & Marchevsky EJ. 2012. Geographical and Botanical Classification of Honeys and Apicultural Products by Chemometric Methods. A Review. Current Analytical Chemistry 8(3):408-425.",Camina and others 2012
35765,Food Ingredients,Scholarly,Sweeteners,Honey (botanical origin specific),Honey of non-authentic botanical origin,Replacement,2012,Review of methods: GC-MS for organic volatiles combined with chemometrics,"Camina JM, Pellerano RG & Marchevsky EJ. 2012. Geographical and Botanical Classification of Honeys and Apicultural Products by Chemometric Methods. A Review. Current Analytical Chemistry 8(3):408-425.",Camina and others 2012
35766,Food Ingredients,Scholarly,Sweeteners,Honey (botanical origin specific),Honey of non-authentic botanical origin,Replacement,2012,"Review of methods: electronic tongue with 7 potentiometric chemical sensors for five tastes (sourness, saltiness, sweetness, bitterness, and savory), combined with chemometrics","Camina JM, Pellerano RG & Marchevsky EJ. 2012. Geographical and Botanical Classification of Honeys and Apicultural Products by Chemometric Methods. A Review. Current Analytical Chemistry 8(3):408-425.",Camina and others 2012
35767,Food Ingredients,Scholarly,Sweeteners,Honey (botanical origin specific),Honey of non-authentic botanical origin,Replacement,2012,Review of methods: Rheological properties combined with chemometrics,"Camina JM, Pellerano RG & Marchevsky EJ. 2012. Geographical and Botanical Classification of Honeys and Apicultural Products by Chemometric Methods. A Review. Current Analytical Chemistry 8(3):408-425.",Camina and others 2012
35768,Food Ingredients,Scholarly,Sweeteners,Honey (botanical origin specific),Honey of non-authentic botanical origin,Replacement,2012,Review of methods: Raman with Chemometrics,"Camina JM, Pellerano RG & Marchevsky EJ. 2012. Geographical and Botanical Classification of Honeys and Apicultural Products by Chemometric Methods. A Review. Current Analytical Chemistry 8(3):408-425.",Camina and others 2012
