adulterant,ingredient_category,pair_count,chem_count,cat_count
Stachytarpheta jocaicensis,Sweeteners,0,1,173
Stachytarpheta jocaicensis,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Stachytarpheta jocaicensis,Seafood,0,1,134
Stachytarpheta jocaicensis,"Cereals, grains, and pulses",0,1,88
Stachytarpheta jocaicensis,Dairy products and milk derivatives,0,1,85
Stachytarpheta jocaicensis,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Stachytarpheta jocaicensis,Meats,0,1,40
Stachytarpheta jocaicensis,Preservatives,0,1,35
Stachytarpheta jocaicensis,Protein-based ingredients,0,1,35
Stachytarpheta jocaicensis,Functional food ingredients,0,1,34
Stachytarpheta jocaicensis,Gums,0,1,30
Stachytarpheta jocaicensis,Flavor chemicals,0,1,17
Stachytarpheta jocaicensis,Animal feed,0,1,12
Stachytarpheta jocaicensis,Emulsifiers,0,1,12
Stachytarpheta jocaicensis,Colors,0,1,5
Stachytarpheta jocaicensis,Nuts and nut-derived ingredients,0,1,5
Stamens of carnation species,Spices,1,1,351
Stamens of carnation species,Oils,0,1,495
Stamens of carnation species,Milk,0,1,408
Stamens of carnation species,Other,0,1,221
Stamens of carnation species,Natural flavoring complexes,0,1,173
Stamens of carnation species,Sweeteners,0,1,173
Stamens of carnation species,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Stamens of carnation species,Seafood,0,1,134
Stamens of carnation species,"Cereals, grains, and pulses",0,1,88
Stamens of carnation species,Dairy products and milk derivatives,0,1,85
Stamens of carnation species,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Stamens of carnation species,Meats,0,1,40
Stamens of carnation species,Preservatives,0,1,35
Stamens of carnation species,Protein-based ingredients,0,1,35
Stamens of carnation species,Functional food ingredients,0,1,34
Stamens of carnation species,Gums,0,1,30
Stamens of carnation species,Flavor chemicals,0,1,17
Stamens of carnation species,Animal feed,0,1,12
Stamens of carnation species,Emulsifiers,0,1,12
Stamens of carnation species,Colors,0,1,5
Stamens of carnation species,Nuts and nut-derived ingredients,0,1,5
Star anise oil (Illicium verum),Natural flavoring complexes,1,1,173
Star anise oil (Illicium verum),Oils,0,1,495
Star anise oil (Illicium verum),Milk,0,1,408
Star anise oil (Illicium verum),Spices,0,1,351
Star anise oil (Illicium verum),Other,0,1,221
Star anise oil (Illicium verum),Sweeteners,0,1,173
Star anise oil (Illicium verum),"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Star anise oil (Illicium verum),Seafood,0,1,134
Star anise oil (Illicium verum),"Cereals, grains, and pulses",0,1,88
Star anise oil (Illicium verum),Dairy products and milk derivatives,0,1,85
Star anise oil (Illicium verum),"Wines, musts, spirits, liquors, and vinegars",0,1,73
Star anise oil (Illicium verum),Meats,0,1,40
Star anise oil (Illicium verum),Preservatives,0,1,35
Star anise oil (Illicium verum),Protein-based ingredients,0,1,35
Star anise oil (Illicium verum),Functional food ingredients,0,1,34
Star anise oil (Illicium verum),Gums,0,1,30
Star anise oil (Illicium verum),Flavor chemicals,0,1,17
Star anise oil (Illicium verum),Animal feed,0,1,12
Star anise oil (Illicium verum),Emulsifiers,0,1,12
Star anise oil (Illicium verum),Colors,0,1,5
Star anise oil (Illicium verum),Nuts and nut-derived ingredients,0,1,5
Stem and chaff of black pepper,Spices,1,1,351
Stem and chaff of black pepper,Oils,0,1,495
Stem and chaff of black pepper,Milk,0,1,408
Stem and chaff of black pepper,Other,0,1,221
Stem and chaff of black pepper,Natural flavoring complexes,0,1,173
Stem and chaff of black pepper,Sweeteners,0,1,173
Stem and chaff of black pepper,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Stem and chaff of black pepper,Seafood,0,1,134
Stem and chaff of black pepper,"Cereals, grains, and pulses",0,1,88
Stem and chaff of black pepper,Dairy products and milk derivatives,0,1,85
Stem and chaff of black pepper,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Stem and chaff of black pepper,Meats,0,1,40
Stem and chaff of black pepper,Preservatives,0,1,35
Stem and chaff of black pepper,Protein-based ingredients,0,1,35
Stem and chaff of black pepper,Functional food ingredients,0,1,34
Stem and chaff of black pepper,Gums,0,1,30
Stem and chaff of black pepper,Flavor chemicals,0,1,17
Stem and chaff of black pepper,Animal feed,0,1,12
Stem and chaff of black pepper,Emulsifiers,0,1,12
Stem and chaff of black pepper,Colors,0,1,5
Stem and chaff of black pepper,Nuts and nut-derived ingredients,0,1,5
Stigma from non-authentic species of Crocus,Spices,1,1,351
Stigma from non-authentic species of Crocus,Oils,0,1,495
Stigma from non-authentic species of Crocus,Milk,0,1,408
Stigma from non-authentic species of Crocus,Other,0,1,221
Stigma from non-authentic species of Crocus,Natural flavoring complexes,0,1,173
Stigma from non-authentic species of Crocus,Sweeteners,0,1,173
Stigma from non-authentic species of Crocus,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Stigma from non-authentic species of Crocus,Seafood,0,1,134
Stigma from non-authentic species of Crocus,"Cereals, grains, and pulses",0,1,88
Stigma from non-authentic species of Crocus,Dairy products and milk derivatives,0,1,85
Stigma from non-authentic species of Crocus,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Stigma from non-authentic species of Crocus,Meats,0,1,40
Stigma from non-authentic species of Crocus,Preservatives,0,1,35
Stigma from non-authentic species of Crocus,Protein-based ingredients,0,1,35
Stigma from non-authentic species of Crocus,Functional food ingredients,0,1,34
Stigma from non-authentic species of Crocus,Gums,0,1,30
Stigma from non-authentic species of Crocus,Flavor chemicals,0,1,17
Stigma from non-authentic species of Crocus,Animal feed,0,1,12
Stigma from non-authentic species of Crocus,Emulsifiers,0,1,12
Stigma from non-authentic species of Crocus,Colors,0,1,5
Stigma from non-authentic species of Crocus,Nuts and nut-derived ingredients,0,1,5
Stigma of corn silk,Spices,1,1,351
Stigma of corn silk,Oils,0,1,495
Stigma of corn silk,Milk,0,1,408
Stigma of corn silk,Other,0,1,221
Stigma of corn silk,Natural flavoring complexes,0,1,173
Stigma of corn silk,Sweeteners,0,1,173
Stigma of corn silk,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Stigma of corn silk,Seafood,0,1,134
Stigma of corn silk,"Cereals, grains, and pulses",0,1,88
Stigma of corn silk,Dairy products and milk derivatives,0,1,85
Stigma of corn silk,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Stigma of corn silk,Meats,0,1,40
Stigma of corn silk,Preservatives,0,1,35
Stigma of corn silk,Protein-based ingredients,0,1,35
Stigma of corn silk,Functional food ingredients,0,1,34
Stigma of corn silk,Gums,0,1,30
Stigma of corn silk,Flavor chemicals,0,1,17
Stigma of corn silk,Animal feed,0,1,12
Stigma of corn silk,Emulsifiers,0,1,12
Stigma of corn silk,Colors,0,1,5
Stigma of corn silk,Nuts and nut-derived ingredients,0,1,5
Stigmas from non-authentic crocus botanical origin (Crocus vernus L.; Crocus especiousus L.),Spices,1,1,351
Stigmas from non-authentic crocus botanical origin (Crocus vernus L.; Crocus especiousus L.),Oils,0,1,495
Stigmas from non-authentic crocus botanical origin (Crocus vernus L.; Crocus especiousus L.),Milk,0,1,408
Stigmas from non-authentic crocus botanical origin (Crocus vernus L.; Crocus especiousus L.),Other,0,1,221
Stigmas from non-authentic crocus botanical origin (Crocus vernus L.; Crocus especiousus L.),Natural flavoring complexes,0,1,173
Stigmas from non-authentic crocus botanical origin (Crocus vernus L.; Crocus especiousus L.),Sweeteners,0,1,173
Stigmas from non-authentic crocus botanical origin (Crocus vernus L.; Crocus especiousus L.),"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Stigmas from non-authentic crocus botanical origin (Crocus vernus L.; Crocus especiousus L.),Seafood,0,1,134
Stigmas from non-authentic crocus botanical origin (Crocus vernus L.; Crocus especiousus L.),"Cereals, grains, and pulses",0,1,88
Stigmas from non-authentic crocus botanical origin (Crocus vernus L.; Crocus especiousus L.),Dairy products and milk derivatives,0,1,85
Stigmas from non-authentic crocus botanical origin (Crocus vernus L.; Crocus especiousus L.),"Wines, musts, spirits, liquors, and vinegars",0,1,73
Stigmas from non-authentic crocus botanical origin (Crocus vernus L.; Crocus especiousus L.),Meats,0,1,40
Stigmas from non-authentic crocus botanical origin (Crocus vernus L.; Crocus especiousus L.),Preservatives,0,1,35
Stigmas from non-authentic crocus botanical origin (Crocus vernus L.; Crocus especiousus L.),Protein-based ingredients,0,1,35
Stigmas from non-authentic crocus botanical origin (Crocus vernus L.; Crocus especiousus L.),Functional food ingredients,0,1,34
Stigmas from non-authentic crocus botanical origin (Crocus vernus L.; Crocus especiousus L.),Gums,0,1,30
Stigmas from non-authentic crocus botanical origin (Crocus vernus L.; Crocus especiousus L.),Flavor chemicals,0,1,17
Stigmas from non-authentic crocus botanical origin (Crocus vernus L.; Crocus especiousus L.),Animal feed,0,1,12
Stigmas from non-authentic crocus botanical origin (Crocus vernus L.; Crocus especiousus L.),Emulsifiers,0,1,12
Stigmas from non-authentic crocus botanical origin (Crocus vernus L.; Crocus especiousus L.),Colors,0,1,5
Stigmas from non-authentic crocus botanical origin (Crocus vernus L.; Crocus especiousus L.),Nuts and nut-derived ingredients,0,1,5
Stone powder and chalk,Spices,1,1,351
Stone powder and chalk,Oils,0,1,495
Stone powder and chalk,Milk,0,1,408
Stone powder and chalk,Other,0,1,221
Stone powder and chalk,Natural flavoring complexes,0,1,173
Stone powder and chalk,Sweeteners,0,1,173
Stone powder and chalk,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Stone powder and chalk,Seafood,0,1,134
Stone powder and chalk,"Cereals, grains, and pulses",0,1,88
Stone powder and chalk,Dairy products and milk derivatives,0,1,85
Stone powder and chalk,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Stone powder and chalk,Meats,0,1,40
Stone powder and chalk,Preservatives,0,1,35
Stone powder and chalk,Protein-based ingredients,0,1,35
Stone powder and chalk,Functional food ingredients,0,1,34
Stone powder and chalk,Gums,0,1,30
Stone powder and chalk,Flavor chemicals,0,1,17
Stone powder and chalk,Animal feed,0,1,12
Stone powder and chalk,Emulsifiers,0,1,12
Stone powder and chalk,Colors,0,1,5
Stone powder and chalk,Nuts and nut-derived ingredients,0,1,5
Substandard oil,Oils,1,1,495
Substandard oil,Milk,0,1,408
Substandard oil,Spices,0,1,351
Substandard oil,Other,0,1,221
Substandard oil,Natural flavoring complexes,0,1,173
Substandard oil,Sweeteners,0,1,173
Substandard oil,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Substandard oil,Seafood,0,1,134
Substandard oil,"Cereals, grains, and pulses",0,1,88
Substandard oil,Dairy products and milk derivatives,0,1,85
Substandard oil,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Substandard oil,Meats,0,1,40
Substandard oil,Preservatives,0,1,35
Substandard oil,Protein-based ingredients,0,1,35
Substandard oil,Functional food ingredients,0,1,34
Substandard oil,Gums,0,1,30
Substandard oil,Flavor chemicals,0,1,17
Substandard oil,Animal feed,0,1,12
Substandard oil,Emulsifiers,0,1,12
Substandard oil,Colors,0,1,5
Substandard oil,Nuts and nut-derived ingredients,0,1,5
Sucrose solution,Sweeteners,1,1,173
Sucrose solution,Oils,0,1,495
Sucrose solution,Milk,0,1,408
Sucrose solution,Spices,0,1,351
Sucrose solution,Other,0,1,221
Sucrose solution,Natural flavoring complexes,0,1,173
Sucrose solution,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Sucrose solution,Seafood,0,1,134
Sucrose solution,"Cereals, grains, and pulses",0,1,88
Sucrose solution,Dairy products and milk derivatives,0,1,85
Sucrose solution,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Sucrose solution,Meats,0,1,40
Sucrose solution,Preservatives,0,1,35
Sucrose solution,Protein-based ingredients,0,1,35
Sucrose solution,Functional food ingredients,0,1,34
Sucrose solution,Gums,0,1,30
Sucrose solution,Flavor chemicals,0,1,17
Sucrose solution,Animal feed,0,1,12
Sucrose solution,Emulsifiers,0,1,12
Sucrose solution,Colors,0,1,5
Sucrose solution,Nuts and nut-derived ingredients,0,1,5
Sudan 1 and 4 dyes,Spices,1,1,351
Sudan 1 and 4 dyes,Oils,0,1,495
Sudan 1 and 4 dyes,Milk,0,1,408
Sudan 1 and 4 dyes,Other,0,1,221
Sudan 1 and 4 dyes,Natural flavoring complexes,0,1,173
Sudan 1 and 4 dyes,Sweeteners,0,1,173
Sudan 1 and 4 dyes,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Sudan 1 and 4 dyes,Seafood,0,1,134
Sudan 1 and 4 dyes,"Cereals, grains, and pulses",0,1,88
Sudan 1 and 4 dyes,Dairy products and milk derivatives,0,1,85
Sudan 1 and 4 dyes,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Sudan 1 and 4 dyes,Meats,0,1,40
Sudan 1 and 4 dyes,Preservatives,0,1,35
Sudan 1 and 4 dyes,Protein-based ingredients,0,1,35
Sudan 1 and 4 dyes,Functional food ingredients,0,1,34
Sudan 1 and 4 dyes,Gums,0,1,30
Sudan 1 and 4 dyes,Flavor chemicals,0,1,17
Sudan 1 and 4 dyes,Animal feed,0,1,12
Sudan 1 and 4 dyes,Emulsifiers,0,1,12
Sudan 1 and 4 dyes,Colors,0,1,5
Sudan 1 and 4 dyes,Nuts and nut-derived ingredients,0,1,5
Sudan II dye,Other,1,1,221
Sudan II dye,Oils,0,1,495
Sudan II dye,Milk,0,1,408
Sudan II dye,Spices,0,1,351
Sudan II dye,Natural flavoring complexes,0,1,173
Sudan II dye,Sweeteners,0,1,173
Sudan II dye,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Sudan II dye,Seafood,0,1,134
Sudan II dye,"Cereals, grains, and pulses",0,1,88
Sudan II dye,Dairy products and milk derivatives,0,1,85
Sudan II dye,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Sudan II dye,Meats,0,1,40
Sudan II dye,Preservatives,0,1,35
Sudan II dye,Protein-based ingredients,0,1,35
Sudan II dye,Functional food ingredients,0,1,34
Sudan II dye,Gums,0,1,30
Sudan II dye,Flavor chemicals,0,1,17
Sudan II dye,Animal feed,0,1,12
Sudan II dye,Emulsifiers,0,1,12
Sudan II dye,Colors,0,1,5
Sudan II dye,Nuts and nut-derived ingredients,0,1,5
Sudan III dye,Other,1,1,221
Sudan III dye,Oils,0,1,495
Sudan III dye,Milk,0,1,408
Sudan III dye,Spices,0,1,351
Sudan III dye,Natural flavoring complexes,0,1,173
Sudan III dye,Sweeteners,0,1,173
Sudan III dye,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Sudan III dye,Seafood,0,1,134
Sudan III dye,"Cereals, grains, and pulses",0,1,88
Sudan III dye,Dairy products and milk derivatives,0,1,85
Sudan III dye,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Sudan III dye,Meats,0,1,40
Sudan III dye,Preservatives,0,1,35
Sudan III dye,Protein-based ingredients,0,1,35
Sudan III dye,Functional food ingredients,0,1,34
Sudan III dye,Gums,0,1,30
Sudan III dye,Flavor chemicals,0,1,17
Sudan III dye,Animal feed,0,1,12
Sudan III dye,Emulsifiers,0,1,12
Sudan III dye,Colors,0,1,5
Sudan III dye,Nuts and nut-derived ingredients,0,1,5
Sudan red dyes,Other,1,1,221
Sudan red dyes,Oils,0,1,495
Sudan red dyes,Milk,0,1,408
Sudan red dyes,Spices,0,1,351
Sudan red dyes,Natural flavoring complexes,0,1,173
Sudan red dyes,Sweeteners,0,1,173
Sudan red dyes,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Sudan red dyes,Seafood,0,1,134
Sudan red dyes,"Cereals, grains, and pulses",0,1,88
Sudan red dyes,Dairy products and milk derivatives,0,1,85
Sudan red dyes,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Sudan red dyes,Meats,0,1,40
Sudan red dyes,Preservatives,0,1,35
Sudan red dyes,Protein-based ingredients,0,1,35
Sudan red dyes,Functional food ingredients,0,1,34
Sudan red dyes,Gums,0,1,30
Sudan red dyes,Flavor chemicals,0,1,17
Sudan red dyes,Animal feed,0,1,12
Sudan red dyes,Emulsifiers,0,1,12
Sudan red dyes,Colors,0,1,5
Sudan red dyes,Nuts and nut-derived ingredients,0,1,5
Sugar and sodium sulfate,Spices,1,1,351
Sugar and sodium sulfate,Oils,0,1,495
Sugar and sodium sulfate,Milk,0,1,408
Sugar and sodium sulfate,Other,0,1,221
Sugar and sodium sulfate,Natural flavoring complexes,0,1,173
Sugar and sodium sulfate,Sweeteners,0,1,173
Sugar and sodium sulfate,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Sugar and sodium sulfate,Seafood,0,1,134
Sugar and sodium sulfate,"Cereals, grains, and pulses",0,1,88
Sugar and sodium sulfate,Dairy products and milk derivatives,0,1,85
Sugar and sodium sulfate,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Sugar and sodium sulfate,Meats,0,1,40
Sugar and sodium sulfate,Preservatives,0,1,35
Sugar and sodium sulfate,Protein-based ingredients,0,1,35
Sugar and sodium sulfate,Functional food ingredients,0,1,34
Sugar and sodium sulfate,Gums,0,1,30
Sugar and sodium sulfate,Flavor chemicals,0,1,17
Sugar and sodium sulfate,Animal feed,0,1,12
Sugar and sodium sulfate,Emulsifiers,0,1,12
Sugar and sodium sulfate,Colors,0,1,5
Sugar and sodium sulfate,Nuts and nut-derived ingredients,0,1,5
Sugar and water,Sweeteners,1,1,173
Sugar and water,Oils,0,1,495
Sugar and water,Milk,0,1,408
Sugar and water,Spices,0,1,351
Sugar and water,Other,0,1,221
Sugar and water,Natural flavoring complexes,0,1,173
Sugar and water,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Sugar and water,Seafood,0,1,134
Sugar and water,"Cereals, grains, and pulses",0,1,88
Sugar and water,Dairy products and milk derivatives,0,1,85
Sugar and water,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Sugar and water,Meats,0,1,40
Sugar and water,Preservatives,0,1,35
Sugar and water,Protein-based ingredients,0,1,35
Sugar and water,Functional food ingredients,0,1,34
Sugar and water,Gums,0,1,30
Sugar and water,Flavor chemicals,0,1,17
Sugar and water,Animal feed,0,1,12
Sugar and water,Emulsifiers,0,1,12
Sugar and water,Colors,0,1,5
Sugar and water,Nuts and nut-derived ingredients,0,1,5
Sugar of non-authentic geographic origin,Sweeteners,1,1,173
Sugar of non-authentic geographic origin,Oils,0,1,495
Sugar of non-authentic geographic origin,Milk,0,1,408
Sugar of non-authentic geographic origin,Spices,0,1,351
Sugar of non-authentic geographic origin,Other,0,1,221
Sugar of non-authentic geographic origin,Natural flavoring complexes,0,1,173
Sugar of non-authentic geographic origin,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Sugar of non-authentic geographic origin,Seafood,0,1,134
Sugar of non-authentic geographic origin,"Cereals, grains, and pulses",0,1,88
Sugar of non-authentic geographic origin,Dairy products and milk derivatives,0,1,85
Sugar of non-authentic geographic origin,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Sugar of non-authentic geographic origin,Meats,0,1,40
Sugar of non-authentic geographic origin,Preservatives,0,1,35
Sugar of non-authentic geographic origin,Protein-based ingredients,0,1,35
Sugar of non-authentic geographic origin,Functional food ingredients,0,1,34
Sugar of non-authentic geographic origin,Gums,0,1,30
Sugar of non-authentic geographic origin,Flavor chemicals,0,1,17
Sugar of non-authentic geographic origin,Animal feed,0,1,12
Sugar of non-authentic geographic origin,Emulsifiers,0,1,12
Sugar of non-authentic geographic origin,Colors,0,1,5
Sugar of non-authentic geographic origin,Nuts and nut-derived ingredients,0,1,5
Sugar solution,"Fruit juices, concentrates, jams, purees, and preserves",1,1,167
Sugar solution,Oils,0,1,495
Sugar solution,Milk,0,1,408
Sugar solution,Spices,0,1,351
Sugar solution,Other,0,1,221
Sugar solution,Natural flavoring complexes,0,1,173
Sugar solution,Sweeteners,0,1,173
Sugar solution,Seafood,0,1,134
Sugar solution,"Cereals, grains, and pulses",0,1,88
Sugar solution,Dairy products and milk derivatives,0,1,85
Sugar solution,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Sugar solution,Meats,0,1,40
Sugar solution,Preservatives,0,1,35
Sugar solution,Protein-based ingredients,0,1,35
Sugar solution,Functional food ingredients,0,1,34
Sugar solution,Gums,0,1,30
Sugar solution,Flavor chemicals,0,1,17
Sugar solution,Animal feed,0,1,12
Sugar solution,Emulsifiers,0,1,12
Sugar solution,Colors,0,1,5
Sugar solution,Nuts and nut-derived ingredients,0,1,5
"Sugar syrups from corn, sugar cane, sugar beet, and maple syrup",Sweeteners,1,1,173
"Sugar syrups from corn, sugar cane, sugar beet, and maple syrup",Oils,0,1,495
"Sugar syrups from corn, sugar cane, sugar beet, and maple syrup",Milk,0,1,408
"Sugar syrups from corn, sugar cane, sugar beet, and maple syrup",Spices,0,1,351
"Sugar syrups from corn, sugar cane, sugar beet, and maple syrup",Other,0,1,221
"Sugar syrups from corn, sugar cane, sugar beet, and maple syrup",Natural flavoring complexes,0,1,173
"Sugar syrups from corn, sugar cane, sugar beet, and maple syrup","Fruit juices, concentrates, jams, purees, and preserves",0,1,167
"Sugar syrups from corn, sugar cane, sugar beet, and maple syrup",Seafood,0,1,134
"Sugar syrups from corn, sugar cane, sugar beet, and maple syrup","Cereals, grains, and pulses",0,1,88
"Sugar syrups from corn, sugar cane, sugar beet, and maple syrup",Dairy products and milk derivatives,0,1,85
"Sugar syrups from corn, sugar cane, sugar beet, and maple syrup","Wines, musts, spirits, liquors, and vinegars",0,1,73
"Sugar syrups from corn, sugar cane, sugar beet, and maple syrup",Meats,0,1,40
"Sugar syrups from corn, sugar cane, sugar beet, and maple syrup",Preservatives,0,1,35
"Sugar syrups from corn, sugar cane, sugar beet, and maple syrup",Protein-based ingredients,0,1,35
"Sugar syrups from corn, sugar cane, sugar beet, and maple syrup",Functional food ingredients,0,1,34
"Sugar syrups from corn, sugar cane, sugar beet, and maple syrup",Gums,0,1,30
"Sugar syrups from corn, sugar cane, sugar beet, and maple syrup",Flavor chemicals,0,1,17
"Sugar syrups from corn, sugar cane, sugar beet, and maple syrup",Animal feed,0,1,12
"Sugar syrups from corn, sugar cane, sugar beet, and maple syrup",Emulsifiers,0,1,12
"Sugar syrups from corn, sugar cane, sugar beet, and maple syrup",Colors,0,1,5
"Sugar syrups from corn, sugar cane, sugar beet, and maple syrup",Nuts and nut-derived ingredients,0,1,5
Sugars (corn- or cane-derived),"Fruit juices, concentrates, jams, purees, and preserves",1,1,167
Sugars (corn- or cane-derived),Oils,0,1,495
Sugars (corn- or cane-derived),Milk,0,1,408
Sugars (corn- or cane-derived),Spices,0,1,351
Sugars (corn- or cane-derived),Other,0,1,221
Sugars (corn- or cane-derived),Natural flavoring complexes,0,1,173
Sugars (corn- or cane-derived),Sweeteners,0,1,173
Sugars (corn- or cane-derived),Seafood,0,1,134
Sugars (corn- or cane-derived),"Cereals, grains, and pulses",0,1,88
Sugars (corn- or cane-derived),Dairy products and milk derivatives,0,1,85
Sugars (corn- or cane-derived),"Wines, musts, spirits, liquors, and vinegars",0,1,73
Sugars (corn- or cane-derived),Meats,0,1,40
Sugars (corn- or cane-derived),Preservatives,0,1,35
Sugars (corn- or cane-derived),Protein-based ingredients,0,1,35
Sugars (corn- or cane-derived),Functional food ingredients,0,1,34
Sugars (corn- or cane-derived),Gums,0,1,30
Sugars (corn- or cane-derived),Flavor chemicals,0,1,17
Sugars (corn- or cane-derived),Animal feed,0,1,12
Sugars (corn- or cane-derived),Emulsifiers,0,1,12
Sugars (corn- or cane-derived),Colors,0,1,5
Sugars (corn- or cane-derived),Nuts and nut-derived ingredients,0,1,5
Sulfuric acid,"Wines, musts, spirits, liquors, and vinegars",1,1,73
Sulfuric acid,Oils,0,1,495
Sulfuric acid,Milk,0,1,408
Sulfuric acid,Spices,0,1,351
Sulfuric acid,Other,0,1,221
Sulfuric acid,Natural flavoring complexes,0,1,173
Sulfuric acid,Sweeteners,0,1,173
Sulfuric acid,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Sulfuric acid,Seafood,0,1,134
Sulfuric acid,"Cereals, grains, and pulses",0,1,88
Sulfuric acid,Dairy products and milk derivatives,0,1,85
Sulfuric acid,Meats,0,1,40
Sulfuric acid,Preservatives,0,1,35
Sulfuric acid,Protein-based ingredients,0,1,35
Sulfuric acid,Functional food ingredients,0,1,34
Sulfuric acid,Gums,0,1,30
Sulfuric acid,Flavor chemicals,0,1,17
Sulfuric acid,Animal feed,0,1,12
Sulfuric acid,Emulsifiers,0,1,12
Sulfuric acid,Colors,0,1,5
Sulfuric acid,Nuts and nut-derived ingredients,0,1,5
Sunflower oil (desteroled),Oils,1,1,495
Sunflower oil (desteroled),Milk,0,1,408
Sunflower oil (desteroled),Spices,0,1,351
Sunflower oil (desteroled),Other,0,1,221
Sunflower oil (desteroled),Natural flavoring complexes,0,1,173
Sunflower oil (desteroled),Sweeteners,0,1,173
Sunflower oil (desteroled),"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Sunflower oil (desteroled),Seafood,0,1,134
Sunflower oil (desteroled),"Cereals, grains, and pulses",0,1,88
Sunflower oil (desteroled),Dairy products and milk derivatives,0,1,85
Sunflower oil (desteroled),"Wines, musts, spirits, liquors, and vinegars",0,1,73
Sunflower oil (desteroled),Meats,0,1,40
Sunflower oil (desteroled),Preservatives,0,1,35
Sunflower oil (desteroled),Protein-based ingredients,0,1,35
Sunflower oil (desteroled),Functional food ingredients,0,1,34
Sunflower oil (desteroled),Gums,0,1,30
Sunflower oil (desteroled),Flavor chemicals,0,1,17
Sunflower oil (desteroled),Animal feed,0,1,12
Sunflower oil (desteroled),Emulsifiers,0,1,12
Sunflower oil (desteroled),Colors,0,1,5
Sunflower oil (desteroled),Nuts and nut-derived ingredients,0,1,5
Sunset yellow,Spices,1,1,351
Sunset yellow,Oils,0,1,495
Sunset yellow,Milk,0,1,408
Sunset yellow,Other,0,1,221
Sunset yellow,Natural flavoring complexes,0,1,173
Sunset yellow,Sweeteners,0,1,173
Sunset yellow,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Sunset yellow,Seafood,0,1,134
Sunset yellow,"Cereals, grains, and pulses",0,1,88
Sunset yellow,Dairy products and milk derivatives,0,1,85
Sunset yellow,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Sunset yellow,Meats,0,1,40
Sunset yellow,Preservatives,0,1,35
Sunset yellow,Protein-based ingredients,0,1,35
Sunset yellow,Functional food ingredients,0,1,34
Sunset yellow,Gums,0,1,30
Sunset yellow,Flavor chemicals,0,1,17
Sunset yellow,Animal feed,0,1,12
Sunset yellow,Emulsifiers,0,1,12
Sunset yellow,Colors,0,1,5
Sunset yellow,Nuts and nut-derived ingredients,0,1,5
Sunset yellow dye,Spices,1,1,351
Sunset yellow dye,Oils,0,1,495
Sunset yellow dye,Milk,0,1,408
Sunset yellow dye,Other,0,1,221
Sunset yellow dye,Natural flavoring complexes,0,1,173
Sunset yellow dye,Sweeteners,0,1,173
Sunset yellow dye,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Sunset yellow dye,Seafood,0,1,134
Sunset yellow dye,"Cereals, grains, and pulses",0,1,88
Sunset yellow dye,Dairy products and milk derivatives,0,1,85
Sunset yellow dye,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Sunset yellow dye,Meats,0,1,40
Sunset yellow dye,Preservatives,0,1,35
Sunset yellow dye,Protein-based ingredients,0,1,35
Sunset yellow dye,Functional food ingredients,0,1,34
Sunset yellow dye,Gums,0,1,30
Sunset yellow dye,Flavor chemicals,0,1,17
Sunset yellow dye,Animal feed,0,1,12
Sunset yellow dye,Emulsifiers,0,1,12
Sunset yellow dye,Colors,0,1,5
Sunset yellow dye,Nuts and nut-derived ingredients,0,1,5
Surimi-based artificial crab meat,Seafood,1,1,134
