,classification,date_case,date_last_change,reference,country,type,category,subject
1552,information,14/09/2005,,2005.CJZ,Italy,food,fish and fish products,carbon monoxide treatment (226 µg/kg - ppb) of defrosted smoked tuna loins (Thunnus albacares) from Thailand via the Netherlands
1553,information,14/09/2005,,2005.CJX,Spain,food,prepared dishes and snacks,"too high content of nitrite (5161; 3208,8 mg/kg - ppm) and of nitrate (387; 205.1 mg/kg - ppm) in meat-based  preparations from Spain"
1554,alert,14/09/2005,,2005.645,Italy,food,fish and fish products,"carbon monoxide treatment (visual inspection) of frozen tuna fillets (Thunnus albacares) from Indonesia,Yemen and from Namibia, via Poland, via Denmark, via Belgium and via the Netherlands"
1555,alert,13/09/2005,,2005.643,Italy,food,fish and fish products,carbon monoxide treatment of frozen tuna loins (Thunnus albacares) from Indonesia via the Netherlands
1556,alert,09/09/2005,,2005.636,Czech Republic,food,"dietetic foods, food supplements, fortified foods",benzethonium chloride (4.57 %) in grapefruit seed extract (GSE) from the United States via the United Kingdom and via the Slovak Republic
1557,alert,09/09/2005,,2005.635,Czech Republic,food,"dietetic foods, food supplements, fortified foods",benzethonium chloride (13.1 %) in citricidal powder from Sweden
1558,alert,09/09/2005,,2005.634,Czech Republic,food,"dietetic foods, food supplements, fortified foods",benzethonium chloride (22.4 %) in grapefruit seed extract (GSE) from Sweden
1559,alert,08/09/2005,04/07/2014,2005.630,Italy,food,fish and fish products,"carbon monoxide treatment (presence) of frozen clear smoked yellowfin tuna (Thunnus albacares) from Indonesia, via the Netherlands"
1560,information,08/09/2005,,2005.CIZ,Germany,food,natural mineral water,too high content of barium (4.2; 1.8 mg/l) and of fluoride (6.3; 9.9 mg/l) in natural mineral water from Georgia
1561,information,08/09/2005,,2005.633,Italy,food,herbs and spices,unauthorised colour Sudan 1 (159 µg/kg - ppb) in curry from Malawi via South Africa and via the United Kingdom
1562,alert,08/09/2005,,2005.632,Germany,food,"soups, broths, sauces and condiments",unauthorised colour Para Red (7 mg/kg - ppm) in vegetable spiced sauce from the Russian Federation
1563,information,07/09/2005,16/12/2011,2005.CIR,Poland,food,"dietetic foods, food supplements, fortified foods",unauthorised substance sibutramine (presence) in product presented as food supplement from China
1564,alert,06/09/2005,04/07/2014,2005.625,Italy,food,crustaceans and products thereof,carbon monoxide treatment (202 µg/kg - ppb) of frozen yellowfin tuna from the Netherlands
1565,information,05/09/2005,,2005.CIG,Spain,food,herbs and spices,unauthorised colours Sudan 1 (1060 mg/kg - ppm) and Sudan 4 (112 mg/kg - ppm) in chilli powder from Spain
1566,alert,02/09/2005,,2005.620,Italy,food,fish and fish products,carbon monoxide treatment (presence) of frozen tuna fillets (Thunnus albacares ) from Indonesia via the Netherlands
1567,alert,01/09/2005,,2005.615,Austria,food,herbs and spices,unauthorised colours Sudan 1 (5.30 mg/kg - ppm) and butter yellow (6.49 mg/kg - ppm) in barbeque kebab powder from Ghana via Italy
1568,alert,29/08/2005,12/08/2008,2005.600,Italy,food,fish and fish products,"carbon monoxide treatment (295 µg/kg - ppb) of frozen smoked tuna from unknown origin, via the Netherlands"
1569,alert,29/08/2005,12/08/2008,2005.599,Italy,food,fish and fish products,"carbon monoxide treatment (302 µg/kg - ppb) of frozen smoked swordfish from unknown origin, via the Netherlands"
1570,information,29/08/2005,,2005.CGT,United Kingdom,food,herbs and spices,unauthorised colours Sudan 1 (0.6 - 13.7; 14.3  -  5.3; 5.1 mg/kg - ppm) and Sudan 4 (7.7; 8.2 - 2.9; 3.6 mg/kg - ppm) in coriander and hot and mild curry powder from India
1571,alert,25/08/2005,12/08/2008,2005.594,Germany,food,herbs and spices,"unauthorised colour Sudan 1 (240 mg/kg - ppm) in curry powder from unknown origin, via the Netherlands"
1572,alert,25/08/2005,,2005.593,Italy,food,fish and fish products,carbon monoxide treatment of fresh tuna loins (Thunnus obesus) from Spain
1573,information,24/08/2005,08/03/2010,2005.CGH,Greece,food,natural mineral water,too high content of fluoride (8.0 mg/l) in natural mineral water from Georgia
1574,information,22/08/2005,,2005.CFA,Italy,food,fish and fish products,carbon monoxide treatment (presence) of chilled vacuum packed tuna loins (Thunnus thynnus) from Spain
1575,information,19/08/2005,,2005.CEU,Italy,food,fish and fish products,carbon monoxide treatment (presence) of chilled vacuum packed tuna loins (Thunnus thynnus) from Spain and from Senegal
1576,information,18/08/2005,,2005.CEI,Germany,food,fruits and vegetables,high content of iodine (562; 735 mg/kg - ppm) in dried algae (seaweed) from the Republic of Korea
1577,alert,17/08/2005,,2005.577,Malta,food,"dietetic foods, food supplements, fortified foods","too high content of nitrate (359; 274; 255 mg/kg - ppm) in baby food ""pumpkin fine from 4 months"" from Germany"
1578,alert,16/08/2005,,2005.570,Germany,food,herbs and spices,unauthorised colour Sudan 1 (12 mg/kg - ppm) in grill spices preparation from India
1579,alert,12/08/2005,,2005.568,Poland,food,herbs and spices,unauthorised colours Sudan 1 (30.21 mg/kg - ppm) and Sudan 4 (presence) in curry powder from the Netherlands
1580,alert,11/08/2005,04/07/2014,2005.564,Italy,food,fish and fish products,"carbon monoxide treatment of frozen yellowfin tuna loins (Thunnus albacares) from Indonesia, via the Netherlands"
1581,information,09/08/2005,,2005.CDC,Spain,food,herbs and spices,unauthorised colour Sudan 1 (10.2 µg/kg - ppb) in sweet and sour paprika from Spain
1582,information,09/08/2005,,2005.CDB,Italy,food,fish and fish products,carbon monoxide treatment (visual inspection) of unfrozen tuna loins (Thunnus albacares) from Papua New Guinea via the Netherlands
1583,alert,09/08/2005,,2005.560,Germany,food,herbs and spices,unauthorised colours Sudan 1 (1825 mg/kg - ppm) and Sudan 4 (215 mg/kg - ppm) in red chilli powder from Ukraine
1584,information,08/08/2005,,2005.CCV,Germany,food,"dietetic foods, food supplements, fortified foods",high content of iodine (per capsule: 0.1767 mg) in food supplement based on algae and minerals from Germany
1585,information,05/08/2005,,2005.CCL,United Kingdom,food,natural mineral water,too high content of barium (4370 µg/kg - ppb) and of fluoride (5970 µg/kg - ppb) and incorrect labelling on natural mineral water from Georgia
1586,information,04/08/2005,25/07/2011,2005.CCE,Germany,food,non-alcoholic beverages,too high content of taurine (8594 mg/l) and high content of caffeine (491 mg/l) in energy drink from South-eastern Asia
1587,alert,03/08/2005,25/07/2011,2005.550,Germany,food,non-alcoholic beverages,"too high content of taurine (10000 mg/l) and high content of caffeine (494 mg/l) in energy drink from Thailand, via the Netherlands and via Germany"
1588,alert,02/08/2005,16/12/2011,2005.547,Germany,food,"dietetic foods, food supplements, fortified foods",unauthorised substance sibutramine (per capsule: 25-27 mg) in slimming drug presented as food supplement from Hong Kong
1589,alert,02/08/2005,,2005.545,Germany,food,herbs and spices,"unauthorised colours Sudan 1 (104 mg/kg - ppm),Sudan 4 (11 mg/kg - ppm) and butter yellow (presence) in spice mixture from Poland"
1590,alert,01/08/2005,,2005.544,United Kingdom,food,herbs and spices,unauthorised colour Sudan 1 (44 mg/kg - ppm) in hot and mild curry powder from India
1591,alert,01/08/2005,,2005.543,Germany,food,herbs and spices,unauthorised colours Sudan 1 (3.4 mg/kg - ppm) and Sudan 4 (0.4 mg/kg - ppm) in chilli powder from Belgium
1592,alert,29/07/2005,,2005.542,Italy,food,"dietetic foods, food supplements, fortified foods",arsenic (58 mg/kg - ppm) and high content of iodine (5010 mg/kg - ppm) in dehydrated seaweeds from China via France
1593,alert,25/07/2005,27/07/2009,2005.532,Italy,food,fish and fish products,carbon monoxide treatment (399 µg/kg - ppb) of frozen yellowfin tuna loins (Thunnus albacares) from Vietnam via Spain
1594,alert,22/07/2005,,2005.520,Italy,food,fish and fish products,carbon monoxide treatment (presence) of fresh yellowfin tuna loins (Thunnus albacares) from Indonesia via the Netherlands
1595,alert,21/07/2005,,2005.515,Cyprus,food,herbs and spices,unauthorised colours Sudan 1 (34 mg/kg - ppm) and Sudan 4 (11 mg/kg - ppm) in spice mix for meatballs from Greece
1596,information,19/07/2005,,2005.BYM,Czech Republic,food,herbs and spices,unauthorised colour Sudan 1 (4.84 mg/kg - ppm) in chilli powder from India
1597,alert,13/07/2005,04/07/2014,2005.491,Italy,food,fish and fish products,"carbon monoxide treatment of chilled yellowfin tuna loins (Thunnus albacares) from Indonesia, via the Netherlands"
1598,alert,13/07/2005,04/07/2014,2005.490,Italy,food,fish and fish products,"carbon monoxide treatment (140 µg/kg - ppb) of frozen yellowfin tuna loins  (Thunnus albacares) from Indonesia, via the Netherlands"
1599,information,08/07/2005,,2005.BVU,Italy,food,fats and oils,unauthorised colour Sudan 4 (2.4 mg/kg - ppm) in palm oil from Ghana
1600,alert,06/07/2005,,2005.468,Italy,food,fish and fish products,carbon monoxide treatment (149 µg/kg - ppb) of frozen swordfish (Xiphias gladius) from Indonesia via the Netherlands
1601,alert,06/07/2005,,2005.467,Italy,food,fish and fish products,carbon monoxide treatment (156 µg/kg - ppb) of frozen tuna loins (Thunnus albacares) from Indonesia via the Netherlands
1602,alert,05/07/2005,,2005.462,Italy,food,herbs and spices,unauthorised colours Sudan 1 (115 mg/kg - ppm) and Sudan 4 (2.589 mg/kg - ppm) in turmeric powder (curcuma) used for the production of gnocchi from Italy and from India
1603,alert,29/06/2005,,2005.450,Belgium,food,herbs and spices,unauthorised colours Sudan 1 (>500 µg/kg - ppb) and Sudan 4 in spice mixture from the United Kingdom
1604,alert,27/06/2005,,2005.447,Germany,food,herbs and spices,unauthorised colour Sudan 1 (4.0 mg/kg - ppm) in hot ground chilli from Turkey
1605,alert,27/06/2005,,2005.446,Germany,food,herbs and spices,unauthorised colour Sudan 1 (6.2 mg/kg - ppm) in sweet peppers from the Netherlands
1606,information,24/06/2005,,2005.BSF,Spain,food,wine,monoethylene glycol (MEG) (4.7; 3.4; 4.1 mg/l) in table wine from Mexico
1607,alert,23/06/2005,,2005.442,Italy,food,fish and fish products,carbon monoxide treatment of frozen tuna loins (Thunnus thynnus) from Spain
1608,information,22/06/2005,,2005.BRI,Poland,food,"dietetic foods, food supplements, fortified foods",food supplements from India containing forskolin
1609,information,22/06/2005,,2005.BRH,Germany,food,fruits and vegetables,high content of iodine (266 mg/kg - ppm) in dried sea algae from the Republic of Korea
1610,information,22/06/2005,,2005.BRE,Italy,food,fish and fish products,carbon monoxide treatment (suspicion) of fresh tuna loins (Thunnus albacares) from Indonesia via the Netherlands
1611,alert,21/06/2005,,2005.437,Germany,food,natural mineral water,too high content of boron (expressed as borate: 77.2 mg/l) and of barium (4.4 mg/l) in mineral water from Georgia via the Russian Federation
1612,alert,16/06/2005,,2005.427,Hungary,food,herbs and spices,unauthorised colours Sudan 1 (23.7 µg/kg - ppb) and Sudan 4 (6.2 µg/kg - ppb) in spice mixture  with garlic and pepper from Greece
1613,alert,16/06/2005,,2005.426,Italy,food,fish and fish products,carbon monoxide treatment of frozen tuna fillets (Thunnus albacares) from Indonesia via the Netherlands
1614,alert,14/06/2005,,2005.417,Slovakia,food,herbs and spices,unauthorised colour Sudan 1 (0.12 mg/kg - ppm) in spice mixture for sausage from Germany
1615,alert,14/06/2005,,2005.416,Germany,food,fruits and vegetables,unauthorised colour Sudan 1 (2.7 mg/kg - ppm) in vegetable salad with rice from Poland
1616,information,13/06/2005,,2005.BPH,Germany,food,fruits and vegetables,unauthorised colours Sudan 1 (positive) and Sudan 4 (positive) in garlic cloves in oil with chilli from China
1617,alert,13/06/2005,,2005.412,Hungary,food,herbs and spices,unauthorised colours Sudan 1 (269 µg/kg - ppb) and Sudan 4 (43 µg/kg - ppb) in spice mix for hamburger from Greece
1618,alert,09/06/2005,04/07/2014,2005.402,Italy,food,fish and fish products,"carbon monoxide treatment (413 µg/kg - ppb) of frozen yellowfin tuna loins (Thunnus albacares) from Indonesia, via the Netherlands"
1619,information,08/06/2005,,2005.BOS,Cyprus,food,herbs and spices,unauthorised colour Sudan 1 (40.7 mg/kg - ppm) in spices for ground carrots from the Russian Federation
1620,alert,01/06/2005,,2005.379,Italy,food,herbs and spices,unauthorised colours Sudan 1 (989.304 mg/kg - ppm) and Sudan 4 (3.807 mg/kg - ppm) in crushed hot chilli from India
1621,information,31/05/2005,,2005.BLV,Spain,food,herbs and spices,unauthorised colour Sudan 1 (85 mg/kg - ppm) in hot pepper from Spain
1622,alert,30/05/2005,,2005.377,France,food,herbs and spices,"unauthorised colours Sudan 1 (165 mg/kg - ppm),Para Red (61 mg/kg - ppm) and toluidine red (63; 35.6 mg/dm²) in spice mixture for shaslik (skewered meat ) and spice mixture for borsch from the Russian Federation via Germany"
1623,alert,26/05/2005,08/05/2014,2005.366,Italy,food,fish and fish products,carbon monoxide treatment (presence) of frozen smoked tuna loins (Thunnus albacares) from Indonesia via the Netherlands
1624,alert,26/05/2005,,2005.372,Ireland,food,herbs and spices,unauthorised colour Sudan 1 (120 µg/kg - ppb) in seasoning blends from the United Kingdom
1625,alert,26/05/2005,,2005.368,Italy,food,fish and fish products,carbon monoxide treatment (presence) of frozen smoked yellowfin tuna chunk (Thunnus albacares) from Indonesia via the Netherlands
1626,alert,25/05/2005,28/06/2010,2005.362,Italy,food,"dietetic foods, food supplements, fortified foods",food supplement from India containing forskolin
1627,information,25/05/2005,,2005.BKZ,Italy,food,fats and oils,unauthorised colour Sudan 4 (presence) in palm oil from Ghana
1628,information,25/05/2005,,2005.BKP,United Kingdom,food,herbs and spices,unauthorised colour Sudan 4 (8 mg/kg - ppm) in spice mixture for meat in rice meal from Pakistan
1629,alert,25/05/2005,,2005.360,France,food,fruits and vegetables,unauthorised colour Para Red (5.9 mg/kg - ppm) in canned red beans and canned chilli beans from France
1630,alert,24/05/2005,,2005.356,Italy,food,fish and fish products,carbon monoxide treatment (presence) of smoked frozen swordfish steaks (Xiphias gladius) from Indonesia via the Netherlands
1631,alert,24/05/2005,,2005.355,Italy,food,fish and fish products,carbon monoxide treatment (presence) of frozen smoked tuna loins (Thunnus albacares) from Indonesia via the Netherlands
1632,alert,20/05/2005,,2005.352,Italy,food,cereals and bakery products,unauthorised colour Sudan 1 (35; 28; 31 mg/kg - ppm) in pasta with chilli from Italy
1633,alert,20/05/2005,,2005.351,Belgium,food,herbs and spices,unauthorised colour Para Red (331 calculated µg/kg - ppb) in guacamole seasoning mix from Belgium
1634,information,19/05/2005,,2005.BJR,Italy,food,fish and fish products,carbon monoxide treatment of fresh tuna loins (Thunnus albacares) from the Netherlands via Poland
1635,information,19/05/2005,,2005.BJM,Germany,food,herbs and spices,unauthorised colour Para Red (positive) in spice mixture from Germany
1636,information,19/05/2005,,2005.BJJ,Germany,food,herbs and spices,unauthorised colours Sudan 1 (15 µg/kg - ppb) and Para Red (4.5 mg/kg - ppm) in spice mixture from Germany
1637,information,19/05/2005,,2005.BJI,Germany,food,herbs and spices,unauthorised colours Sudan 1 (positive) and Para Red (1.7 mg/kg - ppm) in spice mixture from Germany
1638,alert,19/05/2005,,2005.348,Germany,food,herbs and spices,unauthorised colours Sudan 1 (1215 µg/kg - ppb) and Para Red (3795 µg/kg - ppb) in red paprika from the Russian Federation
1639,information,18/05/2005,,2005.BJF,Spain,food,herbs and spices,unauthorised colour Sudan 1 (presence) in paprika and cayenne pepper
1640,information,17/05/2005,,2005.BHQ,United Kingdom,food,fats and oils,unauthorised colour Sudan 4 (60; 25; 23; 7 mg/kg - ppm) in palm oil from Ghana and from Sierra Leone
1641,information,17/05/2005,,2005.BHM,United Kingdom,food,fats and oils,unauthorised colour Sudan 4 (22 mg/kg - ppm) in palm oil from Nigeria
1642,information,17/05/2005,,2005.BHF,Italy,food,fish and fish products,carbon monoxide treatment of fresh tuna loins (Thunnus albacares) from Oman
1643,alert,17/05/2005,,2005.337,United Kingdom,food,herbs and spices,unauthorised colour Para Red (0.37; 0.25 ; 0.02 mg/kg - ppm) in spice mixture from Spain and from the United Kingdom
1644,alert,17/05/2005,,2005.328,Germany,food,herbs and spices,unauthorised colours Sudan 1 (55 µg/kg - ppb) and Para Red (18 µg/kg - ppb) in mixture of peppers from the Russian Federation
1645,information,13/05/2005,,2005.BHB,Germany,food,herbs and spices,unauthorised colour Para Red (positive) in spice mixture for frankfurter sausages from Germany
1646,information,13/05/2005,,2005.BHA,Germany,food,herbs and spices,unauthorised colours Sudan 1 (positive) and Para Red (2.3; 0.05; 0.035 mg/kg - ppm) in spice mixture from Germany
1647,information,13/05/2005,,2005.BGZ,Germany,food,herbs and spices,unauthorised colours Sudan 1 (positive) and Para Red (2.4 mg/kg - ppm) in spice mixture from Germany
1648,alert,13/05/2005,,2005.327,Germany,food,herbs and spices,unauthorised colours Sudan 1 (10 µg/kg - ppb) and Para Red (200 µg/kg - ppb) in spice mixture for Korean carrot salad from the Russian Federation
1649,alert,13/05/2005,,2005.326,Germany,food,herbs and spices,unauthorised colours Sudan 1 (41 µg/kg - ppb) and Para Red (80 µg/kg - ppb) in spice mixture from the Russian Federation
1650,alert,13/05/2005,,2005.325,Germany,food,herbs and spices,unauthorised colours Sudan 1 (positive) and Para Red (1.1 mg/kg - ppm) in spice mixture from Germany
1651,information,12/05/2005,,2005.BGR,Germany,food,herbs and spices,unauthorised colour Para Red (2 mg/kg - ppm) in spice mixture for rice dish from the Russian Federation
1652,information,12/05/2005,,2005.BGO,Italy,food,fish and fish products,carbon monoxide treatment (68; 231; 161 mg/kg - ppm) of fresh tuna loins (Thunnus albacares) from Oman
1653,information,12/05/2005,,2005.BGM,United Kingdom,food,fats and oils,unauthorised colour Sudan 4 (21 mg/kg - ppm) in palm oil from Ghana
1654,information,12/05/2005,,2005.BGL,Italy,food,fish and fish products,carbon monoxide treatment of frozen yellowfin tuna loin (Thunnus albacares) from Indonesia
1655,alert,12/05/2005,,2005.320,Italy,food,fish and fish products,carbon monoxide treatment of tuna loins (Thunnus albacares) from Indonesia via the Netherlands
1656,alert,10/05/2005,04/07/2014,2005.295,Italy,food,fish and fish products,"carbon monoxide treatment (presence) of frozen yellowfin tuna loin (Thunnus albacares) from the Philippines, via the Netherlands"
1657,information,10/05/2005,06/12/2011,2005.BFQ,United Kingdom,food,fruits and vegetables,too high content of erucic acid (6 %) in pickles from India
1658,information,10/05/2005,,2005.BFO,United Kingdom,food,herbs and spices,unauthorised colour Para Red in cayenne pepper from the United Kingdom
1659,information,10/05/2005,,2005.BFE,Italy,food,fish and fish products,carbon monoxide treatment of tuna loins (Thunnus albacares) from Senegal via Spain
1660,information,10/05/2005,,2005.BFA,Germany,food,herbs and spices,unauthorised colours Sudan 1 (15 µg/kg - ppb) and Para Red (1.3 mg/kg - ppm) in spice mixture from Germany
1661,information,10/05/2005,,2005.BEZ,Italy,food,fish and fish products,carbon monoxide treatment (74; 160 µg/kg - ppb) of fresh tuna loins (Thunnus albacares) from Oman
1662,information,10/05/2005,,2005.BEY,Germany,food,herbs and spices,unauthorised colours Sudan 1 (11 µg/kg - ppb) and Para Red (1.9 mg/kg - ppm) in spice mixture from Germany
1663,information,10/05/2005,,2005.BEX,Italy,food,fish and fish products,carbon monoxide treatment (197; 76 µg/kg - ppb) of fresh tuna loins (Thunnus albacares) from Oman
1664,information,10/05/2005,,2005.BEW,Germany,food,herbs and spices,unauthorised colours Sudan 1 (positive) and Para Red (1.2 mg/kg - ppm) in spice mixture from Germany
1665,alert,10/05/2005,,2005.313,United Kingdom,food,herbs and spices,unauthorised colour Para Red (0.37; 0.25; 0.02: chilli powder and 2.10; 0.74: paprika powder mg/kg - ppm) in chilli and paprika powder used for spices mixtures from Spain
1666,alert,10/05/2005,,2005.312,Germany,food,herbs and spices,unauthorised colour Sudan 1 (91 mg/kg - ppm) in spice mixture for noodles and rice dishes from the Russian Federation
1667,alert,10/05/2005,,2005.310,Germany,food,herbs and spices,unauthorised colours Sudan 1 (171 mg/kg - ppm) and Para Red (47 mg/kg - ppm) in spices mix for goulash from the Russian Federation
1668,alert,10/05/2005,,2005.308,Germany,food,herbs and spices,unauthorised colours Sudan 1 (25 mg/kg - ppm) and Para Red (28 mg/kg - ppm) in spices mixture from the Russian Federation
1669,alert,10/05/2005,,2005.307,Germany,food,herbs and spices,unauthorised colours Sudan 1 (positive) and Para Red (620 µg/kg - ppb) in spice mixture from Germany
1670,alert,10/05/2005,,2005.306,Germany,food,herbs and spices,unauthorised colours Sudan 1 (positive) and Para Red (790 µg/kg - ppb) in spice mixture from Germany
1671,alert,10/05/2005,,2005.305,Germany,food,herbs and spices,unauthorised colours Sudan 1 (11 µg/kg - ppb) and Para Red (2.7 mg/kg - ppm) in spice mixture from Germany
1672,alert,10/05/2005,,2005.304,Germany,food,herbs and spices,unauthorised colours Sudan 1 (positive) and Para Red (470 µg/kg - ppb) in spice mixture from Germany
1673,alert,10/05/2005,,2005.303,Germany,food,herbs and spices,unauthorised colours Sudan 1 (positive) and Para Red (620 µg/kg - ppb) in spice mixture from Germany
1674,alert,10/05/2005,,2005.302,Germany,food,herbs and spices,unauthorised colours Sudan 1 (positive) and Para Red (1.1 mg/kg - ppm) in spice mixture from Germany
1675,alert,10/05/2005,,2005.301,Germany,food,herbs and spices,unauthorised colour Para Red (presence) in spice mixture from Germany
1676,alert,10/05/2005,,2005.300,Germany,food,herbs and spices,unauthorised colour Para Red (110 µg/kg - ppb) in spice mixture from Germany
1677,alert,10/05/2005,,2005.299,Germany,food,herbs and spices,unauthorised colours Sudan 1 (positive) and Para Red (120 µg/kg - ppb) in spice mixture from Germany
1678,alert,04/05/2005,08/07/2008,2005.287,Slovakia,food,herbs and spices,unauthorised colours Sudan 1 (0.320 mg/kg - ppm) and Sudan 4 (0.030 mg/kg - ppm) in hot paprika powder from the Czech Republic and from Spain
1679,alert,04/05/2005,,2005.290,Germany,food,herbs and spices,unauthorised colours Sudan 1 (192 mg/kg - ppm) and Para Red (158 mg/kg - ppm) in spices mix for chicken from the Russian Federation
1680,alert,04/05/2005,,2005.289,Germany,food,herbs and spices,unauthorised colours Sudan 1 (49 mg/kg - ppm) and Para Red (3 mg/kg - ppm) in grill spices from the Russian Federation
1681,alert,04/05/2005,,2005.288,United Kingdom,food,herbs and spices,unauthorised colour Para Red (180 µg/kg - ppb) in cayenne from Spain
1682,information,03/05/2005,08/03/2010,2005.BEC,Cyprus,food,fats and oils,unauthorised food additive TBHQ - tertiary butylhydroquinone in liquid frying creamy pure vegetable shortening (hydrogenated soybean oil) from the United States
1683,alert,02/05/2005,,2005.277,Italy,food,fish and fish products,carbon monoxide treatment of frozen yellowfin tuna loin (Thunnus albacares) from the Philippines via the Netherlands
1684,alert,02/05/2005,,2005.275,United Kingdom,food,herbs and spices,unauthorised colour Para Red (1.5 mg/kg - ppm) in ground paprika from Spain
1685,information,29/04/2005,,2005.BDP,Italy,food,fish and fish products,carbon monoxide treatment (461; 353 µg/kg - ppb) of chilled fresh tuna loins (Thunnus albacares) from Oman
1686,information,28/04/2005,,2005.BDI,Italy,food,fish and fish products,carbon monoxide treatment (531 µg/kg - ppb) of fresh tuna loins (Thunnus albacares) from Indonesia via the Netherlands
1687,alert,28/04/2005,,2005.269,France,food,fish and fish products,carbon monoxide treatment of tuna fillets from the Netherlands via Spain
1688,alert,25/04/2005,,2005.261,Germany,food,herbs and spices,unauthorised colours Sudan 1 (2830 mg/kg - ppm) and Sudan 4 (117 mg/kg - ppm) in ground chilli from India via Austria
1689,information,22/04/2005,,2005.BCH,Germany,food,herbs and spices,unauthorised colours Sudan 1 (137 mg/kg - ppm) and Sudan 4 (124 mg/kg - ppm) in sweet paprika powder from Turkey
1690,information,22/04/2005,,2005.BCC,United Kingdom,food,fats and oils,unauthorised colour Sudan 4 (17 mg/kg - ppm) in palm oil from Ghana
1691,alert,22/04/2005,,2005.255,United Kingdom,food,herbs and spices,unauthorised colour Para Red (presence) in spice-seasoning mix  in dinner kit from Spain
1692,information,21/04/2005,,2005.BBQ,Finland,food,fruits and vegetables,arsenic (49 mg/kg - ppm) and high content of iodine (2950 mg/kg - ppm) in dried seaweed from Japan and from China (Hong Kong)
1693,alert,21/04/2005,,2005.252,Germany,food,fats and oils,unauthorised colour Sudan 4 (13.7 mg/kg - ppm) in palm oil from Ghana via the Netherlands
1694,information,20/04/2005,,2005.BBL,Spain,food,herbs and spices,unauthorised colour Sudan 1 (38 mg/kg - ppm) in red dry threshed pepper from Uzbekistan
1695,alert,20/04/2005,,2005.250,Italy,food,fats and oils,unauthorised colour Sudan 4 (455.7 µg/kg - ppb) in palm oil from Ghana via France
1696,alert,19/04/2005,,2005.248,Italy,food,fish and fish products,carbon monoxide treatment of frozen tuna loins (Thunnus albacares) from Indonesia via Belgium and via the Netherlands
1697,information,18/04/2005,18/06/2010,2005.BAY,Spain,food,fish and fish products,histamine (2935 mg/kg - ppm) in and carbon monoxide treatment of tuna (Thunnus albacares) from Indonesia via the Netherlands
1698,information,18/04/2005,,2005.BBA,United Kingdom,food,fats and oils,unauthorised colour Sudan 4 (11 mg/kg - ppm) in palm oil from Western Africa
1699,alert,15/04/2005,,2005.241,Slovakia,food,herbs and spices,unauthorised colour Sudan 1 (0.63 mg/kg - ppm) in hot paprika powder from the Czech Republic and from Spain
1700,alert,14/04/2005,,2005.239,Netherlands,food,herbs and spices,unauthorised colour Para Red (13 mg/kg - ppm) in chilli powder from Uzbekistan via Spain
1701,alert,14/04/2005,,2005.238,Germany,food,herbs and spices,unauthorised colours Rhodamine B (89.2 mg/kg - ppm) and Orange II (169 mg/kg - ppm) in dried chilli powder from Vietnam via the Netherlands
1702,information,13/04/2005,,2005.AZC,Germany,food,herbs and spices,unauthorised colour Sudan 1 (258 mg/kg - ppm) in red chilli from the Russian Federation
1703,information,13/04/2005,,2005.AYW,United Kingdom,food,fats and oils,unauthorised colour Sudan 4 (29 mg/kg - ppm) in palm oil from Nigeria
1704,information,13/04/2005,,2005.AYV,United Kingdom,food,fats and oils,unauthorised colour Sudan 4 (13 mg/kg - ppm) in zomi palm oil from Ghana
1705,alert,13/04/2005,,2005.234,Belgium,food,fats and oils,unauthorised colour Sudan 4 (7676 ; 5912 µg/kg - ppb) in red palm oil from Ghana and from Côte d'Ivoire
1706,alert,12/04/2005,,2005.223,Austria,food,fats and oils,"unauthorised colour Sudan 4 (2,42 mg/kg - ppm) in fresh palm oil from Ghana via the Netherlands"
1707,information,11/04/2005,,2005.AXZ,United Kingdom,food,fats and oils,unauthorised colour Sudan 4 (6 mg/kg - ppm) in palm oil from Ghana
1708,information,11/04/2005,,2005.AXY,United Kingdom,food,fats and oils,unauthorised colour Sudan 4 (9 mg/kg - ppm) in palm oil from Nigeria
1709,alert,11/04/2005,,2005.219,United Kingdom,food,"soups, broths, sauces and condiments",unauthorised colour Sudan 1 (100 µg/kg - ppb) in leek and saffron sauce for rissoto from Italy
1710,information,07/04/2005,,2005.AXJ,France,food,fish and fish products,carbon monoxide treatment of tuna loins (Thunnus albacares) from Oman
1711,information,01/04/2005,06/12/2011,2005.AUT,Spain,food,fruits and vegetables,too high content of erucic acid (28.99 %) in soybean from China
1712,information,30/03/2005,,2005.ATT,United Kingdom,food,"soups, broths, sauces and condiments",unauthorised colour Sudan 1 (150; 1000 µg/kg - ppb) in red lentil dhansak curry sauce from the United Kingdom
1713,alert,30/03/2005,,2005.195,Finland,food,"dietetic foods, food supplements, fortified foods",too high content of vitamins (20-fold the dosage labelled) in children's oat porridge powder from Sweden
1714,information,29/03/2005,,2005.ATK,Italy,food,fish and fish products,carbon monoxide treatment (2058 µg/kg - ppb) of tuna loins (Thunnus albacares) from Spain
1715,information,29/03/2005,,2005.ATE,Spain,food,herbs and spices,"unauthorised colour Sudan 1 (41,7 mg/kg - ppm) in red dry threshed pepper from Uzbekistan"
1716,information,29/03/2005,,2005.ATD,Italy,food,fish and fish products,carbon monoxide treatment (1222 µg/kg - ppb) of tuna loins (Thunnus albacares) from Senegal
1717,alert,25/03/2005,,2005.192,Belgium,food,herbs and spices,unauthorised colour Sudan 1 (192 µg/kg - ppb) in food colouring mixture from Spain
