,classification,date_case,date_last_change,reference,country,type,category,subject
1810,information,24/01/2005,,2005.AEI,Italy,food,confectionery,unauthorised use of colour E 123 - amaranth (presence) in sugar confectionary from the Philippines
1811,alert,17/01/2005,,2005.026,United Kingdom,food,confectionery,too high content of E 210 - benzoic acid (benzoates: 720; 444; 596; 623) in baby bottle artificially flavoured drink on a candy from China
1812,information,14/01/2005,,2005.ACP,United Kingdom,food,confectionery,unauthorised use of colour E 127 - erythrosine (BS) in sour wiggles from the United States
1813,alert,12/01/2005,27/01/2015,2005.022,Italy,food,crustaceans and products thereof,too high content of sulphite (60; 213.2 mg/kg - ppm) in chilled cooked shrimps from France
1814,information,12/01/2005,07/01/2015,2005.ACI,United Kingdom,food,fruits and vegetables,too high content of sulphite (3050 µg/kg - ppb) in dried apricots stuffed with hazelnuts from Turkey
1815,alert,12/01/2005,07/01/2015,2005.020,Cyprus,food,fruits and vegetables,"too high content of sulphite (3062 mg/kg - ppm) in dried apricots from Turkey, via Greece"
1816,alert,12/01/2005,07/01/2015,2005.019,Cyprus,food,fruits and vegetables,"too high content of sulphite (2954 mg/kg - ppm) in dried apricots from unknown origin, via Greece"
1817,alert,12/01/2005,07/01/2015,2005.018,Cyprus,food,fruits and vegetables,"too high content of sulphite (3263 mg/kg - ppm) in dried apricots from Turkey, via Greece"
1818,alert,12/01/2005,07/01/2015,2005.017,Slovenia,food,fruits and vegetables,"too high content of sulphite (153 mg/kg - ppm) in glazed dried pineapple and papaya from Thailand, via the Netherlands"
1819,information,11/01/2005,07/01/2015,2005.ABU,Cyprus,food,fruits and vegetables,"too high content of sulphite (2906 mg/kg - ppm) in dried apricots from Turkey, via Greece"
1820,alert,11/01/2005,07/01/2015,2005.013,Slovenia,food,fruits and vegetables,"too high content of sulphite (289 mg/kg - ppm) in glazed dried papaya from Thailand, via the Netherlands"
1821,information,11/01/2005,,2005.ABV,Spain,food,fruits and vegetables,unauthorised use of colour E 171 - titanium dioxide (68.6 mg/kg - ppm) in white roasted chickpeas from Turkey
1822,alert,10/01/2005,07/01/2015,2005.011,Cyprus,food,fruits and vegetables,"too high content of sulphite (2648 mg/kg - ppm) in dried apricots from Turkey, via Greece"
1823,information,05/01/2005,07/01/2015,2005.ABB,Italy,food,crustaceans and products thereof,"too high content of sulphite (199 mg/kg - ppm) in cooked shrimps (Penaeus vannamei) from Brazil, via France"
1824,alert,05/01/2005,07/01/2015,2005.007,Cyprus,food,fruits and vegetables,"too high content of sulphite (2989 mg/kg - ppm) in whole pitted sun dried apricots from Turkey, via Greece"
1825,alert,04/01/2005,07/01/2015,2005.006,Cyprus,food,fruits and vegetables,"too high content of sulphite (2960 mg/kg - ppm) in dried apricots from Turkey, via Greece"
1826,alert,04/01/2005,07/01/2015,2005.005,Cyprus,food,fruits and vegetables,"too high content of sulphite (3322; 2524 mg/kg - ppm) in whole pitted sun dried apricots from Turkey, via Greece"
1827,information,04/01/2005,,2005.AAU,Spain,food,fruits and vegetables,unauthorised use of colour E 171 - titanium dioxide (64.3 mg/kg - ppm) in roasted chickpeas from Turkey
1828,information,04/01/2005,,2005.AAQ,Spain,food,fruits and vegetables,unauthorised use of colour E 171 - titanium dioxide (20.9 mg/kg - ppm) in white roasted chickpeas from Turkey
1829,information,28/12/2004,,2004.CVT,Spain,food,fruits and vegetables,unauthorised use of colour E 171 - titanium dioxide (14.8 mg/kg - ppm) in roasted chickpeas
1830,alert,28/12/2004,,2004.704,Germany,food,fruits and vegetables,unauthorised use of colour E 127 - erythrosine (145 mg/kg - ppm) in sliced pickled baby ginger in vinegar
1831,alert,27/12/2004,07/01/2015,2004.699,Cyprus,food,fruits and vegetables,"too high content of sulphite (3138; 2917 mg/kg - ppm) in dried apricots from Turkey, via Greece"
1832,alert,21/12/2004,07/01/2015,2004.678,Italy,food,crustaceans and products thereof,too high content of sulphite (191 mg/kg - ppm) in frozen headless Norway lobsters from the United Kingdom
1833,information,21/12/2004,,2004.CUE,Finland,food,cereals and bakery products,unauthorised use of colour E 102 - tartrazine in yellow Chinese noodles
1834,information,21/12/2004,,2004.CTZ,Spain,food,fruits and vegetables,unauthorised use of colour E 171 - titanium dioxide (54.1 mg/kg - ppm) in roasted chickpeas
1835,information,17/12/2004,07/01/2015,2004.CTJ,Cyprus,food,fruits and vegetables,too high content of sulphite (2746 mg/kg - ppm) in dried apricots from Iran
1836,alert,17/12/2004,07/01/2015,2004.675,Italy,food,crustaceans and products thereof,too high content of sulphite (177 mg/kg - ppm) in frozen Norway lobsters (Nephrops norvegicus) from the United Kingdom
1837,alert,17/12/2004,07/01/2015,2004.672,Italy,food,crustaceans and products thereof,too high content of sulphite (327 µg/kg - ppb) in cooked chilled shrimps from France
1838,information,16/12/2004,,2004.CSX,United Kingdom,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (191 mg/kg - ppm) in kola flavor soda
1839,information,15/12/2004,07/01/2015,2004.CSN,Germany,food,herbs and spices,too high content of sulphite (85 mg/kg - ppm) in whole cinnamon sticks from Sri Lanka
1840,information,15/12/2004,07/01/2015,2004.CSJ,Greece,food,fruits and vegetables,too high content of sulphite (2850; 3100; 3070 mg/kg - ppm) in dried apricots from Turkey
1841,information,15/12/2004,,2004.CSL,Finland,food,confectionery,unauthorised use of colour E 127 - erythrosine (presence) in assorted fruit flavoured candies: fruit hard candy and jelly beans
1842,information,14/12/2004,09/10/2014,2004.CSB,Finland,food,fruits and vegetables,unauthorised use of colour E 102 - tartrazine in peeled split mung beans
1843,alert,10/12/2004,07/01/2015,2004.656,Italy,food,crustaceans and products thereof,too high content of sulphite (509.26 mg/kg - ppm) in frozen prawns (Parapenaeus longirostris) from Italy
1844,alert,07/12/2004,07/01/2015,2004.642,Malta,food,fruits and vegetables,"too high content of sulphite (2370 mg/l) in golden raisins from Chile, via the Netherlands"
1845,information,03/12/2004,,2004.CQC,Germany,food,herbs and spices,unauthorised use of colour E 160b - annato/bixin/norbixin (80.0 mg/kg - ppm) in paprika powder
1846,alert,01/12/2004,07/01/2015,2004.628,Italy,food,crustaceans and products thereof,too high content of sulphite (498; 258 mg/kg - ppm) in whole frozen Norway lobster (Nephrops norvegicus) from the United Kingdom
1847,information,26/11/2004,03/08/2007,2004.COT,Spain,food,meat and meat products (other than poultry),E 452 - polyphosphates (0.4 %) unauthorised in hamburger
1848,information,24/11/2004,,2004.COG,Germany,food,herbs and spices,unauthorised use of colour E 160b - annato/bixin/norbixin (1.3 g/kg) in ground paprika
1849,information,22/11/2004,07/01/2015,2004.CNK,Italy,food,crustaceans and products thereof,too high content of sulphite (84; 86 mg/kg - ppm) in modified atmosphere packed cooked shrimps (Penaeus vannamei) from France
1850,alert,22/11/2004,07/01/2015,2004.609,Italy,food,crustaceans and products thereof,too high content of sulphite (205 mg/kg - ppm) in whole frozen Norway lobster (Nephrops norvegicus) from the United Kingdom
1851,information,19/11/2004,07/01/2015,2004.CNE,Slovenia,food,fruits and vegetables,"too high content of sulphite (2361 mg/kg - ppm) in dried apricots from Turkey, via Austria"
1852,information,17/11/2004,07/01/2015,2004.CMM,Italy,food,crustaceans and products thereof,too high content of sulphite (144.3 mg/kg - ppm) in precooked shrimps from Spain
1853,information,15/11/2004,07/01/2015,2004.CME,Italy,food,crustaceans and products thereof,too high content of sulphite (144 mg/kg - ppm) in chilled cooked shrimps (Penaeus vannamei) from France
1854,information,12/11/2004,07/01/2015,2004.CLU,Spain,food,crustaceans and products thereof,too high content of sulphite (173 µg/kg - ppb) in frozen prawns from Mozambique
1855,information,11/11/2004,07/01/2015,2004.CLN,Cyprus,food,fruits and vegetables,"too high content of sulphite (2950 mg/kg - ppm) in dried apricots from Turkey, via Bulgaria"
1856,alert,11/11/2004,07/01/2015,2004.585,Italy,food,crustaceans and products thereof,too high content of sulphite (149.19 mg/kg - ppm) in fresh cooked shrimps (Penaeus vannamei) from France
1857,information,08/11/2004,07/01/2015,2004.CKB,Italy,food,crustaceans and products thereof,too high content of sulphite (28.2; 119.4; 324; 187.5; 16.9 mg/kg - ppm) in frozen shrimps from Tunisia
1858,information,08/11/2004,07/01/2015,2004.CJQ,Italy,food,crustaceans and products thereof,too high content of sulphite (130; 69 mg/kg - ppm) in fresh cooked shrimps (Penaeus vannamei) from France
1859,information,05/11/2004,07/01/2015,2004.CJA,Spain,food,fruits and vegetables,too high content of sulphite (800; 876 mg/kg - ppm) in garlic dehydrated from China
1860,information,04/11/2004,,2004.CIF,Cyprus,food,confectionery,unauthorised use of colour E 127 - erythrosine in fruit flavour rolls
1861,information,03/11/2004,,2004.CHV,Cyprus,food,confectionery,unauthorised use of colour E 123 - amaranth in sugar confectionary
1862,information,25/10/2004,,2004.CGZ,Greece,food,fruits and vegetables,too high content of the sum of E 210 - benzoic acid and of E 200 - sorbic acid (Sa + Ba = 4281 mg/kg - ppm) in cheese salad
1863,information,20/10/2004,,2004.CGM,Lithuania,food,molluscs and products thereof - (obsolete),too high content of E 620 - glutamic acid (50.7 g/kg) in dried octopus
1864,information,19/10/2004,07/01/2015,2004.CGI,Italy,food,fruits and vegetables,too high content of sulphite (72.5 mg/kg - ppm) in mushrooms (Agaricus bisporus) in brine and vinegar from China
1865,information,19/10/2004,,2004.CGK,Lithuania,food,molluscs and products thereof - (obsolete),too high content of E 620 - glutamic acid (18.6 µg/kg - ppb) in smoked squid
1866,information,19/10/2004,,2004.CGG,Lithuania,food,molluscs and products thereof - (obsolete),too high content of E 620 - glutamic acid (36.4 g/kg) in dried squid
1867,information,19/10/2004,,2004.CGD,Italy,food,fruits and vegetables,unidentified colour (yellow/green colouring) in roasted and sugared chick peas
1868,information,13/10/2004,17/10/2007,2004.CFL,Italy,food,fruits and vegetables,E 210 - benzoic acid (32 mg/kg - ppm) unauthorised in dried strawberries
1869,information,13/10/2004,,2004.CFH,Lithuania,food,molluscs and products thereof - (obsolete),too high content of E 620 - glutamic acid (23 g/kg) in dry squid
1870,alert,12/10/2004,07/01/2015,2004.511,Luxembourg,food,crustaceans and products thereof,"too high content of sulphite (170; 140 mg/kg - ppm) in whole cooked shrimps from Brazil, via France"
1871,information,11/10/2004,07/01/2015,2004.CEZ,Italy,food,fruits and vegetables,too high content of sulphite (93 mg/kg - ppm) in dehydrated coconut from Thailand
1872,alert,08/10/2004,07/01/2015,2004.507,Italy,food,crustaceans and products thereof,too high content of sulphite (370 mg/kg - ppm) in frozen Norway lobsters (Nephrops Norvegicus) from Ireland
1873,information,07/10/2004,07/01/2015,2004.CET,Czech Republic,food,fruits and vegetables,too high content of sulphite (206 mg/kg - ppm) in mango flavoured pineapple slices from Thailand
1874,information,07/10/2004,07/01/2015,2004.CES,Czech Republic,food,fruits and vegetables,too high content of sulphite (240 mg/kg - ppm) in green apple flavoured pineapple chunks from Thailand
1875,information,06/10/2004,07/01/2015,2004.CEM,Czech Republic,food,fruits and vegetables,too high content of sulphite (179 mg/kg - ppm) in red strawberry flavoured pineapple slices from Thailand
1876,information,06/10/2004,07/01/2015,2004.CEL,Czech Republic,food,fruits and vegetables,too high content of sulphite (203 mg/kg - ppm) in green apple flavoured pineapple slices from Thailand
1877,information,28/09/2004,,2004.CDT,Lithuania,food,confectionery,too high content of E 297 - fumaric acid (7 g/kg) in fruit flavored chewy candies
1878,information,27/09/2004,,2004.CDM,Spain,food,milk and milk products,lysozyme (E 1105) not labelled on cured cheese
1879,information,27/09/2004,,2004.CDF,Lithuania,food,confectionery,too high content of E 297 - fumaric acid (17 g/kg) in sour chuby bubble gum
1880,information,24/09/2004,,2004.CDB,Cyprus,food,cereals and bakery products,unauthorised use of colour E 127 - erythrosine in biscuits
1881,information,23/09/2004,07/01/2015,2004.CCN,Italy,food,"dietetic foods, food supplements, fortified foods",too high content of sulphite (1500 mg/kg - ppm) in dried garlic granules from China
1882,information,23/09/2004,07/01/2015,2004.CCL,Spain,food,fruits and vegetables,too high content of sulphite (1393 mg/kg - ppm) in dehydrated garlic powder from China
1883,information,23/09/2004,07/01/2015,2004.CCK,Spain,food,fruits and vegetables,too high content of sulphite (817; 1208 mg/kg - ppm) in  dehydrated garlic powder and granules from China
1884,information,10/09/2004,,2004.BZQ,Italy,food,fruits and vegetables,abietic acid (0.11 mg/kg - ppm) and E 297 - fumaric acid (5 mg/kg - ppm) unauthorised in oranges
1885,information,09/09/2004,,2004.BZL,Lithuania,food,molluscs and products thereof - (obsolete),E 451 - pentapotassium triphosphate (30.4 g/kg) unauthorised in dried squid
1886,information,30/08/2004,,2004.BYG,Italy,food,fruits and vegetables,unauthorised use of colour E 171 - titanium dioxide (presence) in chickpeas roasted
1887,information,26/08/2004,10/04/2014,2004.BXL,United Kingdom,food,non-alcoholic beverages,sweetener E 954 - saccharin (354 mg/l) unauthorised in soft drink (Nelli Crush) from Sri Lanka
1888,alert,26/08/2004,,2004.423,Denmark,food,herbs and spices,too high content of colour (tartrazin:4300; Ponceau 4R:1400 mg/kg - ppm) in tandoori masala barbecue ground spice
1889,alert,24/08/2004,07/01/2015,2004.420,Italy,food,crustaceans and products thereof,too high content of sulphite (65 mg/kg - ppm) in fresh cooked shrimps from France
1890,information,20/08/2004,07/01/2015,2004.BWT,Spain,food,crustaceans and products thereof,too high content of sulphite (231.73; 277.62; 244 mg/kg - ppm) in frozen head-on white shrimp (Litopenaeus vannamei from Brazil
1891,information,20/08/2004,07/01/2015,2004.BWH,Spain,food,fruits and vegetables,too high content of sulphite (1179; 1000; 1308 mg/kg - ppm) in garlic powder and granules from China
1892,information,20/08/2004,,2004.BWV,Spain,food,herbs and spices,unauthorised use of colour E 160b - annato/bixin/norbixin (1790 mg/kg - ppm) in paprika (chilli powder)
1893,information,20/08/2004,,2004.BWG,Italy,food,fish and fish products,E 452 - polyphosphates (not declared on label) unauthorised in fresh sea breams
1894,information,17/08/2004,,2004.BVO,Italy,food,fish and fish products,E 452 - polyphosphates (presence) unauthorised in Gilthead Seabream (Sparus Aurata)
1895,information,16/08/2004,07/01/2015,2004.BVK,Italy,food,crustaceans and products thereof,too high content of sulphite (58 mg/kg - ppm) in chilled cooked shrimps from France
1896,information,16/08/2004,07/01/2015,2004.BVH,Germany,food,fruits and vegetables,too high content of sulphite (2938 mg/kg - ppm) in dried apricots from Turkey
1897,information,16/08/2004,,2004.BVL,Italy,food,fish and fish products,"E 452 - polyphosphates (4.10 g/kg) unauthorised in gilthead seabream (Sparus aurata), seabass (Diocentrarcus labrax) and white seabream (Diplodus sargus)"
1898,information,13/08/2004,07/01/2015,2004.BVG,Italy,food,crustaceans and products thereof,"too high content of sulphite (200 mg/kg - ppm) in cooked prawns from Brazil, via France"
1899,alert,13/08/2004,07/01/2015,2004.403,Italy,food,crustaceans and products thereof,too high content of sulphite (293 mg/kg - ppm) in frozen langoustines (Nephrops norvegicus) from Ireland
1900,information,12/08/2004,07/01/2015,2004.BUX,Spain,food,fruits and vegetables,"too high content of sulphite (846 mg/kg - ppm) in granulated garlic from China, via the United States"
1901,information,12/08/2004,07/01/2015,2004.BUV,Spain,food,fruits and vegetables,"too high content of sulphite (944 mg/kg - ppm) in granulated garlic from China, via the United States"
1902,information,12/08/2004,07/01/2015,2004.BUU,Spain,food,fruits and vegetables,"too high content of sulphite (699 mg/kg - ppm) in garlic powder from China, via the United States"
1903,information,12/08/2004,07/01/2015,2004.BUK,Czech Republic,food,fruits and vegetables,"too high content of sulphite (275 mg/kg - ppm) in dried, candied pineapple slices with mango flavour from Thailand"
1904,information,12/08/2004,03/08/2007,2004.BVA,Spain,food,meat and meat products (other than poultry),E 452 - polyphosphates (0.581 %) unauthorised in frozen hamburgers
1905,information,10/08/2004,07/01/2015,2004.BUC,Spain,food,crustaceans and products thereof,"too high content of sulphite (prawns: 464.11; lobsters: 316.87 mg/kg - ppm) in prawns and Norway lobsters (Parapenaeus longirostris, Aristeomorpha foliacia and Nephrops Spp.) from Morocco"
1906,information,06/08/2004,07/01/2015,2004.BTC,Italy,food,fruits and vegetables,too high content of sulphite (93 mg/kg - ppm) and E 210 - benzoic acid (32 mg/kg - ppm) unauthorised in dehydrated coconut and strawberries from Thailand
1907,information,06/08/2004,07/01/2015,2004.BSM,Spain,food,crustaceans and products thereof,too high content of sulphite (67 mg/kg - ppm) in frozen cooked prawns from Ecuador
1908,information,06/08/2004,,2004.BTB,Spain,food,"soups, broths, sauces and condiments",too high content of E 210 - benzoic acid (1035 mg/kg - ppm) in oyster sauce
1909,information,03/08/2004,07/01/2015,2004.BSI,Spain,food,crustaceans and products thereof,too high content of sulphite (271.78  and 297.50 µg/kg - ppb) in frozen prawns from Brazil
1910,information,03/08/2004,07/01/2015,2004.BSH,Spain,food,crustaceans and products thereof,too high content of sulphite (60 mg/kg - ppm) in cooked frozen prawns from Ecuador
1911,information,30/07/2004,07/01/2015,2004.BRT,Italy,food,crustaceans and products thereof,too high content of sulphite (78 mg/kg - ppm) in cooked chilled prawns from France
1912,information,29/07/2004,,2004.BRO,Slovenia,food,"soups, broths, sauces and condiments",too high content of E 210 - benzoic acid (1911 mg/kg - ppm) in tomato ketchup
1913,information,27/07/2004,07/01/2015,2004.BRE,Italy,food,crustaceans and products thereof,too high content of sulphite (100 mg/kg - ppm) in cooked chilled prawns from France
1914,information,27/07/2004,,2004.BRJ,Italy,food,fruits and vegetables,unauthorised use of colour E 171 - titanium dioxide (presence) in roasted chickpeas
1915,information,27/07/2004,,2004.BRD,Italy,food,fruits and vegetables,abietic acid (1.9 mg/kg - ppm) and E 297 - fumaric acid (11.0 mg/kg - ppm) unauthorised in pink grapefruit
1916,information,23/07/2004,,2004.BQW,Slovenia,food,confectionery,unauthorised use of colour E 123 - amaranth (9 mg/kg - ppm) in candy in toys
1917,information,22/07/2004,07/01/2015,2004.BQF,Spain,food,crustaceans and products thereof,too high content of sulphite (312.88; 215.05; 394.11; 219.09; 207.42 expressed as SO2 mg/kg - ppm) in frozen prawns from Brazil
1918,information,22/07/2004,,2004.BQM,Italy,food,fruits and vegetables,E 210 - benzoic acid (101.4; 63.6 mg/kg - ppm) unauthorised in maracuja juice
1919,information,22/07/2004,,2004.BQD,Spain,food,non-alcoholic beverages,too high content of E 211 - sodium benzoate (264; 457 mg/l) in flavoured soft drink
1920,information,20/07/2004,07/01/2015,2004.BPX,Spain,food,crustaceans and products thereof,too high content of sulphite (244.66 mg/kg - ppm) in frozen head on white shrimps from Brazil
1921,information,20/07/2004,,2004.BPZ,Denmark,food,herbs and spices,too high content of colour E 102 - tartrazine (6000 mg/kg - ppm) and of colour E 124 - Ponceau 4R / cochineal red A (4700 mg/kg - ppm) and unauthorised colours Sudan 1 (140 mg/kg - ppm) and Sudan 4 (3.6 mg/kg - ppm) in grill spices
1922,information,19/07/2004,07/01/2015,2004.BPK,Italy,food,crustaceans and products thereof,too high content of sulphite (88 mg/kg - ppm) in chilled cooked shrimps from France
1923,alert,19/07/2004,,2004.358,Netherlands,food,fruits and vegetables,E 338 - phosphoric acid unauthorised in sliced and marinated onions
1924,alert,16/07/2004,07/01/2015,2004.355,Italy,food,crustaceans and products thereof,too high content of sulphite (108 mg/kg - ppm) in cooked chilled prawns from France
1925,information,12/07/2004,,2004.BON,Italy,food,fruits and vegetables,unauthorised use of colour E 171 - titanium dioxide in roasted chickpeas
1926,information,12/07/2004,,2004.BOM,Italy,food,fruits and vegetables,unauthorised use of colour E 171 - titanium dioxide (presence) in roasted chickpeas
1927,information,12/07/2004,,2004.BOK,Italy,food,fruits and vegetables,unauthorised use of colour E 171 - titanium dioxide (217.0 mg/kg - ppm) in roasted chickpeas
1928,information,09/07/2004,,2004.BOF,Italy,food,fruits and vegetables,unauthorised use of colour E 171 - titanium dioxide (presence) in roasted chickpeas
1929,information,09/07/2004,,2004.BOD,Italy,food,fruits and vegetables,unauthorised use of colour E 171 - titanium dioxide (presence) in roasted chickpeas
1930,information,09/07/2004,,2004.BOC,Italy,food,fruits and vegetables,unauthorised use of colour E 171 - titanium dioxide in roasted chickpeas
1931,information,09/07/2004,,2004.BOB,Italy,food,fish and fish products,E 452 - polyphosphates (presence) unauthorised in refrigerated fillets of plaice (Pleuronectes platessa)
1932,alert,08/07/2004,07/01/2015,2004.340,Italy,food,crustaceans and products thereof,"too high content of sulphite (289.6 mg/dm²) in cooked chilled prawns from Brazil, via France"
1933,information,06/07/2004,07/01/2015,2004.BNH,Italy,food,crustaceans and products thereof,too high content of sulphite (79.5 mg/kg - ppm) in chilled cooked prawns from France
1934,information,06/07/2004,07/01/2015,2004.BNG,Italy,food,crustaceans and products thereof,too high content of sulphite (200.7 mg/kg - ppm) in chilled cooked prawns from France
1935,information,05/07/2004,07/01/2015,2004.BNA,Italy,food,crustaceans and products thereof,too high content of sulphite (57.2 mg/kg - ppm) in cooked chilled prawns from France
1936,information,05/07/2004,,2004.BND,Italy,food,confectionery,unauthorised use of colour E 127 - erythrosine (presence) in lollipops
1937,alert,01/07/2004,07/01/2015,2004.317,Slovenia,food,fruits and vegetables,"too high content of sulphite (770 mg/kg - ppm) in dried apple rings from China, via the Netherlands"
1938,alert,01/07/2004,07/01/2015,2004.316,Slovenia,food,fruits and vegetables,"too high content of sulphite (880 mg/kg - ppm) in dried pear from China, via the Netherlands"
1939,information,30/06/2004,,2004.BLW,Italy,food,fruits and vegetables,unauthorised use of colour E 171 - titanium dioxide (presence) in roasted chickpeas
1940,information,30/06/2004,,2004.BLT,Lithuania,food,fish and fish products,E 239 - hexamethylene tetramine (1100 mg/kg - ppm) unauthorised in red caviar
1941,information,28/06/2004,07/01/2015,2004.BLG,Italy,food,crustaceans and products thereof,too high content of sulphite (77.7 mg/kg - ppm) in chilled cooked shrimps (Paenaus vannamei) from France
1942,alert,28/06/2004,07/01/2015,2004.310,Italy,food,crustaceans and products thereof,too high content of sulphite (91.9 mg/kg - ppm) in cooked shrimps (Penaeus vannamei) from France
1943,alert,28/06/2004,07/01/2015,2004.309,Italy,food,crustaceans and products thereof,"too high content of sulphite (373 mg/kg - ppm) in precooked crawfish from Vietnam, via France"
1944,alert,28/06/2004,07/01/2015,2004.304,Italy,food,crustaceans and products thereof,too high content of sulphite (311 mg/kg - ppm) in cooked chilled prawns from Brazil and Spain
1945,alert,28/06/2004,12/02/2009,2004.307,Italy,food,crustaceans and products thereof,undeclared sulphite in fresh Norway lobster tails (Nephrops norvegicus) from the United Kingdom
1946,information,25/06/2004,07/01/2015,2004.BLB,Italy,food,crustaceans and products thereof,too high content of sulphite (181 mg/kg - ppm) in chilled cooked shrimps (Penaeus vanamei) from France
1947,information,25/06/2004,07/01/2015,2004.BKS,Spain,food,crustaceans and products thereof,too high content of sulphite (162; 209; 231 mg/kg - ppm) in frozen head-on shrimp (Penaeus vannamei) from Brazil
1948,alert,25/06/2004,07/01/2015,2004.302,Italy,food,crustaceans and products thereof,too high content of sulphite (81.5 mg/kg - ppm) in cooked shrimps from France
1949,information,24/06/2004,07/01/2015,2004.BJW,Spain,food,crustaceans and products thereof,too high content of sulphite (186 µg/kg - ppb) in frozen prawns (Litopenaeus vannamei) from Brazil
1950,information,24/06/2004,07/01/2015,2004.BJS,Spain,food,fruits and vegetables,too high content of sulphite (1645 mg/kg - ppm) in dried garlic from China
1951,alert,18/06/2004,07/01/2015,2004.289,Italy,food,crustaceans and products thereof,too high content of sulphite (115.5 mg/kg - ppm) in cooked chilled prawns from France
1952,alert,17/06/2004,,2004.282,France,food,herbs and spices,unauthorised colour Sudan 1 and unauthorised use of colour E 160b - annato/bixin/norbixin (46 mg/kg - ppm) in sweet chilli powder
1953,information,15/06/2004,07/01/2015,2004.BHT,Spain,food,fruits and vegetables,too high content of sulphite (1309 mg/kg - ppm) in garlic flakes from China
1954,information,15/06/2004,07/01/2015,2004.BHS,Spain,food,fruits and vegetables,too high content of sulphite (2064 mg/kg - ppm) in garlic flakes from China
1955,information,15/06/2004,07/01/2015,2004.BHR,Spain,food,alcoholic beverages,too high content of sulphite (260; 68; 54 mg/kg - ppm) in alcoholic beverages from Argentina
1956,alert,14/06/2004,07/01/2015,2004.270,Italy,food,crustaceans and products thereof,too high content of sulphite (366; 221 mg/kg - ppm) in cooked chilled prawns from Spain
1957,information,09/06/2004,07/01/2015,2004.BGA,Italy,food,crustaceans and products thereof,too high content of sulphite (180 mg/kg - ppm) in cooked loose prawns from France
1958,information,09/06/2004,07/01/2015,2004.BFZ,Italy,food,crustaceans and products thereof,"too high content of sulphite (420 mg/kg - ppm) in cooked chilled prawns from Brazil, via France"
1959,information,07/06/2004,07/01/2015,2004.BFP,Italy,food,crustaceans and products thereof,"too high content of sulphite (332 µg/kg - ppb) in shrimps refrigerated and precooked from Brazil, via Spain"
1960,information,27/05/2004,,2004.BDP,Italy,food,fruits and vegetables,unauthorised use of colour E 171 - titanium dioxide (presence) in roasted chickpeas
1961,information,27/05/2004,,2004.BDM,United Kingdom,food,confectionery,E 407 - carageenan unauthorised in mini cup jelly
1962,information,24/05/2004,,2004.BCO,Italy,food,fruits and vegetables,unauthorised use of colour E 171 - titanium dioxide (presence) in chickpeas roasted
1963,information,19/05/2004,,2004.BCJ,Italy,food,fruits and vegetables,unauthorised use of colour E 171 - titanium dioxide (presence) in white roasted chickpeas
1964,information,19/05/2004,,2004.BCI,Italy,food,fruits and vegetables,unauthorised use of colour E 171 - titanium dioxide (presence) in white roasted chickpeas
1965,information,17/05/2004,,2004.BCD,Germany,food,"soups, broths, sauces and condiments",unauthorised colour Sudan 1 (0.22; < 0.1 mg/kg - ppm) and unauthorised use of colour E 160b - annato/bixin/norbixin (positive) in prepared sauces
1966,information,14/05/2004,07/01/2015,2004.BBT,Spain,food,crustaceans and products thereof,too high content of sulphite (>320 mg/kg - ppm) in frozen prawns (Penaeus vannamei) from Brazil
1967,information,13/05/2004,07/01/2015,2004.BBI,Spain,food,crustaceans and products thereof,too high content of sulphite (>320 mg/kg - ppm) in frozen prawns (Penaeus vannamei) from Brazil
1968,information,07/05/2004,,2004.BAG,Spain,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (161.9; 200.3 mg/kg - ppm) in flavoured soft drinks
1969,alert,07/05/2004,,2004.218,Italy,food,meat and meat products (other than poultry),too high content of E 251 - sodium nitrate (325 mg/kg - ppm) in extra salami
1970,alert,07/05/2004,,2004.217,Italy,food,meat and meat products (other than poultry),too high content of E 251 - sodium nitrate in extra salami with pepper
1971,information,06/05/2004,,2004.AZK,Spain,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (233.40 ; 229.51 mg/kg - ppm) in flavoured soft drinks
1972,information,23/04/2004,,2004.AXJ,Italy,food,fruits and vegetables,unauthorised use of colour E 171 - titanium dioxide (presence) in roasted chickpeas
1973,information,19/04/2004,07/01/2015,2004.AWU,Italy,food,crustaceans and products thereof,too high content of sulphite (1697 mg/kg - ppm) in frozen shelled shrimps (Parapenaeus longirostris) from Tunisia
1974,information,19/04/2004,,2004.AWT,Spain,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (219; 220 mg/l) in flavoured soft drinks
1975,information,14/04/2004,27/01/2015,2004.AUX,Spain,food,crustaceans and products thereof,too high content of sulphite (157.91 mg/kg - ppm) in frozen langoustines (Nephrops spp.) from Morocco
1976,information,14/04/2004,07/01/2015,2004.AUW,Spain,food,herbs and spices,too high content of sulphite (565; 439 mg/kg - ppm) in garlic powder from China
1977,information,14/04/2004,07/01/2015,2004.AUV,Spain,food,herbs and spices,"too high content of sulphite (granules: 2237; 985 powder: 1824; 868 flakes: 2625; 1232 mg/kg - ppm) in garlic granules, garlic powder and garlic flakes from China"
1978,information,08/04/2004,07/01/2015,2004.AUN,Spain,food,"soups, broths, sauces and condiments",too high content of sulphite (663 mg/kg - ppm) in pepper sauce from Senegal
1979,information,05/04/2004,,2004.ATD,Italy,food,fruits and vegetables,unauthorised use of colour E 171 - titanium dioxide (presence) in roasted chickpeas
